transcript_id,freeenergy,length
NM_001271785,-537.4,1917
NM_001287501,-704.4,1893
NM_012243,-232.3,978
NM_003935,-1034.5,2589
NM_001286509,-520.8,1284
NM_024619,-374.1,930
NM_001282658,-164.2,438
NM_001101426,-414.4,1356
NM_001077497,-189.4,504
NM_001161358,-1117.7,2670
NM_001136475,-228.6,756
NM_001171167,-1487.4,3726
NM_001242481,-166,498
NM_001297732,-355,1005
NM_001305083,-216.5,606
NM_001286774,-79.5,279
NM_001137602,-231,825
NM_199249,-149.7,354
NM_001258213,-365.5,1194
NM_024663,-693.7,1572
NM_001282112,-1034.5,2589
NM_001282804,-98.5,510
NM_001258414,-575.7,1560
NM_001278438,-964.8,3597
NM_001253799,-395.4,1392
NM_032875,-405.8,1311
NM_023931,-297.5,576
NM_001288751,-599.3,1347
NM_001286971,-110.8,348
NM_198593,-333.9,846
NM_005134,-828.5,2802
NM_145806,-308.6,759
NM_001136509,-466.4,1047
NM_001281476,-601.5,2415
NM_025165,-412,1194
NM_001184704,-258.9,735
NM_203463,-344.2,1155
NM_001278187,-108.7,333
NM_001288950,-607.1,2115
NM_023925,-906.7,3234
NM_001204299,-152.9,408
NM_001127235,-328.7,1398
NM_001287494,-558.5,2025
NM_001198799,-358.6,1203
NM_213651,-387.3,1377
NM_001003678,-350.5,981
NM_002668,-137.8,459
NM_015948,-290.37,1206
NM_001199885,-66,246
NM_030650,-334.2,1287
NM_013256,-558.7,2079
NM_014392,-183.87,558
NM_001136205,-218.7,774
NM_001287510,-113.2,417
NM_001287393,-38.9,177
NM_001283039,-287.9,750
NM_001305105,-531.8,1251
NM_001282550,-431,1386
NM_002319,-915.7,2052
NM_001278280,-303.6,1116
NM_001278215,-60.2,246
NM_001198690,-671.1,1563
NM_015387,-174.5,678
NM_016140,-189.6,531
NM_203298,-123.4,357
NM_001033554,-614.7,2130
NM_001286801,-149.4,438
NM_001029991,-526.7,1437
NM_001282610,-149.8,624
NM_001206856,-737.4,2718
NM_152379,-226.7,882
NM_001282691,-390.7,1512
NM_016003,-470.1,1311
NM_006933,-688.8,2157
NM_080875,-1612.2,3213
NM_152308,-222.5,444
NM_001267822,-958.5,2253
NM_001271853,-251.9,1176
NM_001286620,-132.7,429
NM_020726,-580.7,2115
NM_001287394,-38.9,177
NM_144659,-211.3,648
NM_001283040,-130,369
NM_001282969,-352.9,1077
NM_152995,-788,2736
NM_014369,-632.3,1383
NM_178238,-260,684
NM_182496,-394.1,1692
NM_001286790,-449.7,1668
NM_018361,-320.8,1095
NM_020445,-410.9,1257
NM_001142370,-488.1,1062
NM_001291716,-538.4,1530
NM_001303096,-577.7,2301
NM_032173,-1117.4,2511
NM_015853,-355.4,939
NM_024599,-1067.3,2571
NM_203296,-411.7,912
NM_001284253,-293.9,759
NM_001297755,-803.8,3105
NM_018295,-237.7,558
NM_033200,-965.9,2124
NM_001244189,-1285.7,4935
NM_001202548,-176.4,549
NM_001308135,-133.4,519
NM_178566,-210.8,798
NM_001146111,-340.4,1413
NM_032327,-409.3,1134
NM_024041,-214.3,693
NM_003525,-127.9,381
NM_153216,-424.6,987
NM_000361,-821.5,1728
NM_019069,-252.6,993
NM_002228,-395.8,996
NM_001002255,-64.4,288
NM_006805,-410.9,918
NM_001007189,-36,162
NM_007157,-1017.7,2412
NM_152903,-710.1,2025
NM_001018041,-403.5,954
NM_001821,-503.5,1971
NM_000684,-716.8,1434
NM_001077637,-226.8,765
NM_003192,-436.3,1041
NM_001453,-836.1,1662
NM_194284,-437.7,879
NM_145715,-410.4,1578
NM_004474,-807.5,1488
NM_152275,-670.9,1998
NM_145053,-430.1,1428
NM_001098270,-706,1602
NM_000836,-2048.9,4011
NM_176890,-237.6,900
NM_006542,-35.3,192
NM_012183,-748.2,1437
NM_001318207,-254.8,588
NM_001318092,-146.3,420
NM_005143,-388,1221
NM_020708,-1357.7,3351
NM_001170,-404.9,1029
NM_013322,-152,606
NM_001318089,-242.5,588
NM_004560,-1144.6,2832
NM_001008409,-459.4,1320
NM_001199835,-152,606
NM_133331,-1399.5,4098
NM_005149,-483.3,1347
NM_005664,-635.4,1524
NM_005450,-340.2,699
NM_005479,-462.8,840
NM_001142625,-312.4,807
NM_006196,-395.3,1071
NM_152709,-931.8,2970
NM_001130161,-931.8,2970
NM_001130159,-304.2,684
NM_001162498,-219,1035
NM_014893,-776.3,2451
NM_013444,-673.2,1875
NM_001171095,-230.5,693
NM_001042631,-179.2,348
NM_130468,-538.4,1131
NM_021963,-346,1383
NM_001204406,-183.8,657
NM_181807,-241,1065
NM_001318229,-559.1,1974
NM_152749,-134.9,441
NM_014187,-201.4,522
NM_001127441,-468.4,1311
NM_001318236,-95,249
NM_025176,-1699.3,4149
NM_138495,-583.8,2217
NM_006285,-811.8,1881
NM_001242638,-579.7,1989
NM_181353,-204.1,450
NM_001243423,-58,213
NM_018936,-920.8,2397
NM_018935,-887.9,2364
NM_018940,-877.5,2382
NM_018938,-903.4,2388
NM_032053,-919.2,2556
NM_001305,-280.3,630
NM_001318252,-235.1,585
NM_001017536,-540.2,1434
NM_032350,-235.1,585
NM_001017535,-474,1284
NM_001253775,-248.7,747
NM_018264,-661.6,2199
NM_001134395,-235.1,585
NM_020725,-723,2586
NM_000376,-474,1284
NM_052970,-956.9,2061
NM_004360,-849.9,2649
NM_001008395,-112.5,300
NM_001134396,-235.1,585
NM_013241,-1447.7,3495
NM_001318226,-1205,3102
NM_001318246,-482.5,1374
NM_144596,-456,1548
NM_198309,-446,1518
NM_198310,-423.5,1428
NM_001288781,-463.5,1596
NM_001288782,-263.8,954
NM_001288783,-230.1,831
NM_001198569,-190.1,468
NM_001271592,-66.6,207
NM_001174102,-366,825
NM_021065,-154.2,393
NM_173471,-275.2,825
NM_001287183,-535,1350
NM_001289030,-409.8,1305
NM_006460,-424.4,1080
NM_002886,-224.6,552
NM_178445,-278,1053
NM_005329,-680,1662
NM_001201574,-123.4,411
NM_021063,-126.8,381
NM_001251877,-317.1,942
NM_005161,-468.6,1143
NM_001128141,-532.6,1236
NM_032015,-533.7,1302
NM_001206840,-460.5,1443
NM_001270526,-172.3,594
NM_001013628,-620.1,1392
NM_001173543,-581.8,1560
NM_023067,-567.2,1131
NM_001053,-511.6,1095
NM_181358,-750.6,2451
NM_001195605,-1619.9,3180
NM_001040874,-155.8,393
NM_001242659,-354.9,681
NM_001256267,-1208.3,3963
NM_001024599,-125,381
NM_012083,-396.5,702
NM_007156,-1004.4,2400
NM_001134888,-1529.9,4077
NM_001169111,-360.6,801
NM_005249,-600.3,1470
NM_001171170,-257,897
NM_020957,-877,2331
NM_001301033,-1033,3039
NM_001301268,-261.5,462
NM_001305163,-510.7,1731
NM_015308,-885,3054
NM_001318328,-950.3,3555
NM_022126,-325.4,813
NM_015045,-954.1,3573
NM_001305182,-114.2,354
NM_001128628,-855.5,2046
NM_001276718,-805.1,1911
NM_024926,-455.5,1665
NM_133368,-510.7,1731
NM_001017437,-1009.4,2259
NM_001318332,-249.5,639
NM_001318334,-1009.4,2259
NM_001318339,-890.2,3060
NM_001178083,-711.2,2187
NM_194071,-565.4,1563
NM_000401,-747.6,2256
NM_001302123,-60.4,321
NM_015669,-901.1,2388
NM_018939,-900.7,2385
NM_001306080,-1403.7,4896
NM_000193,-654.8,1389
NM_003994,-189.7,738
NM_000899,-210.1,822
NM_021067,-143.4,591
NM_001316764,-867.3,1848
NM_002959,-861.6,2496
NM_016256,-706.3,1548
NM_001316772,-598,2058
NM_001316887,-198.2,639
NM_001316888,-198.2,639
NM_004315,-329.1,1236
NM_001127505,-315.8,1170
NM_001316898,-218.6,669
NM_001316897,-218.6,669
NM_018956,-154.5,507
NM_001709,-234,744
NM_170733,-234,744
NM_001143811,-234,744
NM_001143812,-234,744
NM_001143813,-234,744
NM_001143814,-234,744
NM_001143816,-234,744
NM_016078,-177.1,618
NM_001316919,-116.2,426
NM_001316921,-116.2,426
NM_001316924,-127.6,465
NM_001316923,-98.3,360
NM_001316935,-96.6,435
NM_001432,-141.7,510
NM_017703,-428.3,981
NM_001316936,-374.7,882
NM_001316937,-352.4,822
NM_001316938,-352.4,822
NM_001316939,-352.4,822
NM_001316941,-352.4,822
NM_017851,-324.8,972
NM_001316943,-325.8,969
NM_018004,-229.1,828
NM_001316951,-241.9,1023
NM_001316952,-130,654
NM_001719,-515.3,1296
NM_019118,-151.4,423
NM_001316958,-122.2,414
NM_024684,-116.5,369
NM_001316960,-116.5,369
NM_001316961,-116.5,369
NM_001316962,-116.5,369
NM_001729,-171.1,537
NM_025232,-305.6,774
NM_001316965,-195.6,522
NM_001316967,-306.1,1050
NM_031302,-306.1,1050
NM_001316968,-198.4,621
NM_001316969,-198.4,621
NM_033211,-198.4,621
NM_000064,-1854.1,4992
NM_032368,-137,573
NM_001316975,-144.1,618
NM_001316976,-100.8,438
NM_001316978,-645.6,1536
NM_032792,-645.6,1536
NM_001316979,-645.6,1536
NM_001316981,-645.6,1536
NM_001792,-793.3,2721
NM_148170,-133.9,414
NM_001114173,-141.9,426
NM_058190,-302.5,693
NM_001316983,-298.4,690
NM_001316984,-283.4,648
NM_001316986,-271,624
NM_001316985,-280.7,645
NM_001316987,-254.8,579
NM_138363,-612.8,2466
NM_001316990,-484.5,1974
NM_001316994,-354.1,852
NM_001317007,-94.7,312
NM_001317008,-94.7,312
NM_001317009,-884.3,2115
NM_022482,-743.3,2136
NM_001317012,-743.3,2136
NM_001317019,-720.2,2034
NM_001317026,-1854,4119
NM_001317027,-620.9,2094
NM_001317031,-224.3,528
NM_182513,-261,594
NM_001317032,-224.2,513
NM_001317033,-169.4,423
NM_001317034,-255.2,888
NM_003859,-210,783
NM_001317035,-245,864
NM_001317036,-186.7,714
NM_144965,-1066.4,2622
NM_000506,-764.7,1869
NM_000404,-688.5,2034
NM_001079811,-649.9,1944
NM_001135602,-536.1,1641
NM_001317040,-744.9,2178
NM_003249,-905.2,2070
NM_003561,-181.2,498
NM_152228,-1266.1,2559
NM_003804,-594.8,2016
NM_024102,-399.2,1029
NM_001317062,-407.6,1065
NM_001317063,-399,1023
NM_002317,-451.7,1254
NM_001167822,-83.1,264
NM_001317074,-83.1,264
NM_001317075,-83.1,264
NM_000308,-529.6,1497
NM_001127695,-500.3,1443
NM_012135,-422.4,978
NM_001167594,-512.7,1446
NM_001317077,-203,609
NM_001317078,-252.9,786
NM_153450,-220.9,636
NM_001317079,-251.1,720
NM_002629,-283.3,765
NM_138690,-1598.4,3132
NM_014999,-191.7,678
NM_001317086,-400.1,1218
NM_025218,-223.9,735
NM_138972,-572,1431
NM_001317091,-322.4,1338
NM_001083601,-203,729
NM_024845,-203,729
NM_001083600,-203,729
NM_001317093,-207.78,750
NM_001317094,-126.1,405
NM_001317095,-130.3,534
NM_001317096,-194.2,573
NM_001317097,-177.8,540
NM_001317098,-177.8,540
NM_007034,-251.3,1014
NM_001317100,-231.4,894
NM_001317102,-156.1,669
NM_001317103,-43.5,234
NM_001317101,-156.1,669
NM_001171988,-301.4,1011
NM_001317110,-154.9,648
NM_001317112,-98.4,417
NM_001317111,-192.1,777
NM_001317114,-395.4,1392
NM_001317115,-395.4,1392
NM_001317117,-395.4,1392
NM_001317120,-395.4,1392
NM_001317123,-815.6,2349
NM_001700,-346.5,756
NM_001200,-420,1191
NM_001317134,-569,1497
NM_004567,-524.1,1410
NM_001317136,-523.3,1377
NM_001317138,-311.6,837
NM_130850,-489.4,1227
NM_001202,-489.4,1227
NM_006718,-469.9,1392
NM_001080953,-469.9,1392
NM_001080954,-469.9,1392
NM_001080952,-469.9,1392
NM_001317156,-469.9,1392
NM_001317157,-469.9,1392
NM_001317161,-469.9,1392
NM_001317162,-469.9,1392
NM_003096,-47.1,231
NM_001317164,-705,2709
NM_001317165,-58.1,291
NM_001317168,-39.4,195
NM_001317169,-39.4,195
NM_001317171,-31.4,177
NM_000729,-146.4,348
NM_003836,-473.9,1152
NM_017812,-204,684
NM_001317182,-335.57,1368
NM_001317183,-343.2,1368
NM_199051,-650.8,2301
NM_001793,-919.4,2490
NM_001317194,-166.4,465
NM_001317195,-883.4,2355
NM_001795,-868.2,2355
NM_016463,-430.4,969
NM_001317200,-430.4,969
NM_001317205,-430.4,969
NM_001317206,-430.4,969
NM_001317207,-430.4,969
NM_004361,-683.7,2358
NM_006727,-637.1,2367
NM_004061,-662.8,2385
NM_001317233,-126.5,468
NM_000756,-281.8,591
NM_006660,-523.1,1902
NM_001908,-380.3,1020
NM_147780,-380.3,1020
NM_147782,-380.3,1020
NM_147781,-380.3,1020
NM_147783,-380.3,1020
NM_001317238,-794.2,1809
NM_031921,-864.4,1947
NM_001909,-512.3,1239
NM_024518,-272.9,735
NM_006321,-471.3,1482
NM_001317334,-336.9,1056
NM_001317335,-405.9,783
NM_017898,-369.8,1008
NM_001317338,-369.8,1008
NM_001317342,-290.2,633
NM_001317343,-146.1,381
NM_017632,-539.4,1743
NM_006834,-245.9,678
NM_014278,-617.6,2520
NM_001317383,-581.1,2397
NM_001317382,-577.1,2442
NM_004028,-302.7,906
NM_001317395,-327.3,945
NM_031954,-327.3,942
NM_001317406,-246.3,627
NM_014229,-727.1,1899
NM_152892,-868.8,1944
NM_001317721,-680.1,1488
NM_016167,-250.1,774
NM_001317724,-250.1,774
NM_020524,-996.2,2196
NM_001317734,-947.3,2109
NM_001003954,-339,1074
NM_005868,-78,357
NM_001317739,-59.7,252
NM_001317742,-96.6,387
NM_001126111,-445.9,1650
NM_005110,-686.4,2049
NM_001317745,-399.2,969
NM_014594,-431.4,1665
NM_001003945,-428.9,1080
NM_030583,-959.1,2814
NM_001317748,-937.8,2748
NM_032313,-809.1,2097
NM_017592,-258.8,666
NM_000973,-306.7,774
NM_001317771,-306.7,774
NM_024672,-680,2712
NM_001317776,-569.2,2280
NM_001317782,-306.7,774
NM_001317783,-374.6,984
NM_017988,-670.6,2790
NM_001317784,-670.6,2790
NM_001317785,-273.4,942
NM_001008237,-125.5,456
NM_001317786,-273.4,942
NM_001317787,-184.9,654
NM_001317789,-150.2,528
NM_031296,-195.4,690
NM_001317791,-123.5,543
NM_144721,-151.6,669
NM_207330,-364.9,1233
NM_023935,-375.6,945
NM_144723,-148.1,600
NM_001317799,-608.6,2088
NM_001024680,-114.1,468
NM_001317803,-426.6,1110
NM_001300761,-423.7,1506
NM_032120,-270.1,1104
NM_016612,-385,1017
NM_001317814,-275.9,801
NM_001317813,-275.9,801
NM_198853,-328.1,753
NM_001029998,-259.6,1023
NM_001317816,-252.3,984
NM_001317818,-49.2,195
NM_012204,-841.6,2469
NM_017872,-254.3,897
NM_001317826,-189.6,711
NM_006315,-233,729
NM_001317836,-233,729
NM_001317841,-92.6,315
NM_025196,-208.7,654
NM_020755,-377.7,1362
NM_001317849,-121.8,507
NM_001317851,-435,1017
NM_016173,-435,1017
NM_001011667,-51.9,246
NM_001011668,-77.4,333
NM_001011670,-33.9,171
NM_001011671,-62.4,258
NM_024300,-66.3,294
NM_001101800,-709.8,2664
NM_001099661,-963.39,2745
NM_001317857,-963.39,2745
NM_001317858,-41.2,207
NM_005958,-362.5,1053
NM_001317859,-31.8,141
NM_203397,-435.1,801
NM_001317860,-224.4,567
NM_207307,-605.6,1719
NM_001317889,-229,1002
NM_018268,-391.5,1380
NM_001317890,-170.3,732
NM_001317891,-101.5,459
NM_016445,-394.2,1062
NM_014506,-349.3,1011
NM_001317893,-228.7,651
NM_001317894,-173.9,480
NM_032789,-1550.9,3078
NM_001317895,-1565.8,3114
NM_001317896,-91.3,300
NM_174921,-91.3,300
NM_001001563,-558.3,1371
NM_033222,-340.6,1593
NM_001317898,-214,990
NM_152272,-548.9,1362
NM_001317899,-357.5,1032
NM_001123168,-111.7,450
NM_001317901,-136.2,450
NM_001317902,-473.9,1941
NM_024831,-668.7,2562
NM_024057,-268.2,981
NM_018049,-184.7,450
NM_001317906,-791.97,3027
NM_001317907,-500.8,1908
NM_139245,-344.2,1083
NM_001317915,-174.6,678
NM_001317916,-850.6,3180
NM_033160,-850.6,3180
NM_144963,-690.9,2517
NM_001317917,-496.8,1791
NM_001317918,-663.4,2370
NM_001191,-174.8,513
NM_001317919,-250.9,702
NM_138578,-250.9,702
NM_001317920,-250.9,702
NM_001317921,-250.9,702
NM_000026,-490.3,1455
NM_001123378,-425.8,1278
NM_001317924,-1009.5,3549
NM_013355,-1187.2,2670
NM_001317926,-1104.7,2502
NM_001317929,-984,2088
NM_001317930,-707.3,1764
NM_001317931,-439.3,1083
NM_003116,-571.7,1314
NM_020894,-871.2,2130
NM_001317934,-871.2,2130
NM_001317935,-871.2,2130
NM_001317936,-702.4,1458
NM_014360,-350.7,720
NM_001317939,-751.2,2586
NM_001317940,-919.3,3015
NM_001247,-542.4,1455
NM_001114089,-531.1,1404
NM_001317941,-541,1452
NM_001007468,-385.7,1131
NM_018146,-484.9,1263
NM_001317946,-406,1185
NM_001317947,-260.3,675
NM_173664,-352.4,735
NM_001317949,-313.5,1113
NM_001317950,-1804.4,4320
NM_030767,-1804.4,4320
NM_001317952,-1643.2,3963
NM_004508,-237.8,855
NM_001317955,-151.4,687
NM_001317956,-151.4,687
NM_001190946,-1070.5,2469
NM_022719,-576.6,1431
NM_001317958,-292.1,828
NM_012255,-832.9,2853
NM_001199297,-684.8,2160
NM_001317961,-511.2,1662
NM_001317962,-374.7,1320
NM_007062,-448,1506
NM_001317963,-254.1,870
NM_016460,-930.57,3450
NM_001317964,-927.97,3393
NM_152285,-556.4,1302
NM_001317968,-562.9,1329
NM_016391,-171.3,537
NM_001291307,-137.6,417
NM_001291308,-110.7,300
NM_001317975,-183.2,522
NM_024656,-805,1869
NM_181726,-149.4,477
NM_001025780,-227.6,867
NM_016014,-229.3,882
NM_001317981,-110.8,438
NM_001317982,-110.8,438
NM_030613,-322.1,1386
NM_024074,-326.5,900
NM_015898,-864.7,1755
NM_001317990,-864.7,1755
NM_025182,-680.3,1617
NM_001317991,-680.3,1617
NM_018691,-428.4,1518
NM_001317996,-515.2,1563
NM_175921,-222.7,885
NM_001317997,-178.8,603
NM_032307,-347.9,1026
NM_001284212,-523,2001
NM_001284213,-488.5,1911
NM_032385,-312,1002
NM_001318000,-241.8,1002
NM_173548,-419.7,1266
NM_001318002,-160,438
NM_032788,-320.8,1203
NM_001318005,-412.3,1422
NM_175868,-379.4,945
NM_001318006,-242.9,678
NM_024792,-287.5,774
NM_001318008,-92.9,210
NM_032310,-219.7,552
NM_001318010,-130.8,333
NM_001318011,-200.4,492
NM_002581,-1844.7,4884
NM_001318012,-242.47,1011
NM_001318013,-218.47,933
NM_001318015,-399.7,969
NM_000039,-344.9,804
NM_001318016,-348.7,798
NM_001318023,-353.7,801
NM_001318024,-346.5,1014
NM_174907,-321.2,1254
NM_001318025,-276.5,1083
NM_001318027,-179.77,741
NM_001318028,-60.8,210
NM_201594,-178.9,432
NM_001001502,-141.7,405
NM_017436,-415.5,1062
NM_001318038,-415.5,1062
NM_012384,-689.9,1593
NM_001318043,-232.2,642
NM_001318051,-100.4,363
NM_001318052,-1123.3,3030
NM_015689,-1123.3,3030
NM_024106,-449.5,1665
NM_000204,-488.4,1752
NM_033428,-152.6,339
NM_001033,-656,2379
NM_002753,-341.7,1269
NM_138980,-365.8,1281
NM_001318083,-717.1,2301
NM_001318084,-491.8,1728
NM_145102,-809.1,2520
NM_006323,-1046.1,3807
NM_001042734,-1002.9,3702
NM_001300813,-1080.9,3897
NM_014569,-809.1,2520
NM_001318098,-442.8,1473
NM_032429,-974.6,2010
NM_001318099,-974.6,2010
NM_001318100,-974.6,2010
NM_001318101,-658.9,1350
NM_001318104,-550.7,1272
NM_001318106,-550.7,1272
NM_001318105,-550.7,1272
NM_001318108,-550.7,1272
NM_001318107,-551.5,1275
NM_001318109,-575.5,1347
NM_001318110,-550.7,1272
NM_001318111,-550.7,1272
NM_001300744,-912.9,3204
NM_001077206,-961.9,3321
NM_001077208,-1040.8,3618
NM_001077207,-1061.4,3663
NM_016211,-1012.4,3546
NM_001318121,-212.8,585
NM_032562,-221.2,588
NM_001318126,-519.7,1482
NM_001318139,-1162.9,2901
NM_001318156,-254.8,651
NM_001318157,-307,771
NM_173496,-469.8,1731
NM_001318170,-469.8,1731
NM_003648,-1330.6,3513
NM_004412,-301.2,1176
NM_001297605,-223,555
NM_005877,-777.5,2382
NM_003942,-1093,2319
NM_001300802,-1080.4,2298
NM_017650,-942.02,3297
NM_018375,-323.1,924
NM_001252065,-567.7,1437
NM_001178125,-272.5,990
NM_001178119,-393.65,1443
NM_001099753,-720.4,1989
NM_032228,-405.3,1548
NM_001164164,-655.1,2376
NM_001228,-425.8,1491
NM_001313915,-796.8,2898
NM_001080124,-390.6,1395
NM_000629,-374.9,1674
NM_001271846,-353.9,837
NM_198881,-512.6,1899
NM_203487,-1073.5,3714
NM_001099751,-720.4,1989
NM_001306210,-443.9,1524
NM_003467,-314,1059
NM_003820,-352.2,852
NM_015313,-1327.1,4635
NM_001099752,-719.4,1992
NM_080805,-866.9,1833
NM_001318368,-342.7,1392
NM_004612,-440.5,1512
NM_004836,-1023.3,3351
NM_001252150,-226.4,699
NM_001130103,-1015.1,2154
NM_001178116,-422.1,1491
NM_003647,-551.9,1704
NM_001099645,-91.4,369
NM_001308824,-115.1,465
NM_018071,-2075.4,4560
NM_001252151,-212,570
NM_017752,-899.6,3363
NM_001166163,-934.22,3273
NM_001166161,-1130.22,3891
NM_005850,-464,1275
NM_001256707,-122.1,558
NM_001042529,-673.1,1695
NM_001252152,-212,570
NM_001271844,-519,1179
NM_001256712,-70.9,252
NM_004694,-467.1,1572
NM_001278172,-93.2,351
NM_001034914,-271.9,693
NM_018312,-655.8,2382
NM_001006944,-1082.2,2301
NM_005188,-868.6,2721
NM_001110781,-476.7,1218
NM_001012752,-390.35,1431
NM_001008540,-313.7,1071
NM_001282913,-365,1491
NM_001301084,-1237.4,4326
NM_001099754,-719.4,1992
NM_001130916,-371.7,1281
NM_138570,-1066.4,2343
NM_001164162,-730.6,2604
NM_001164163,-713.7,2535
NM_001260,-342.7,1395
NM_001252148,-300.9,855
NM_001178122,-351.4,1269
NM_032295,-430.4,1332
NM_001318367,-142.3,660
NM_001287498,-457.8,1437
NM_001278530,-1048,2274
NM_001256711,-74.9,345
NM_001166160,-1174.72,4125
NM_001178124,-325.4,1167
NM_001005526,-116.2,435
NM_001318185,-1411.6,3489
NM_001080125,-474.4,1617
NM_001256709,-132.85,591
NM_001256706,-122.1,558
NM_001042532,-712.5,1782
NM_019020,-1063.9,2304
NM_001178121,-368.4,1341
NM_001166162,-1080.82,3762
NM_012433,-1104.8,3915
NM_001198665,-1310.1,4578
NM_001035513,-110.2,351
NM_032601,-169.7,531
NM_003841,-231.7,780
NM_001160329,-773.8,1773
NM_001029839,-51,213
NM_022755,-499.1,1476
NM_152879,-1403,3645
NM_080802,-950.4,2007
NM_080605,-560.9,990
NM_001136504,-436.5,1260
NM_001099756,-712.6,1983
NM_014885,-122.1,558
NM_001114633,-1005.9,2346
NM_001012750,-395.55,1446
NM_001278529,-1122.8,2418
NM_025233,-673.1,1695
NM_173826,-365,1491
NM_001201329,-257.6,858
NM_033215,-1176.9,2400
NM_033358,-181.5,708
NM_001282914,-257.5,1059
NM_001164161,-736.5,2622
NM_004183,-612.7,1758
NM_207113,-473.8,1485
NM_001139443,-638.6,1815
NM_001099755,-589.1,1635
NM_001282915,-257.5,1059
NM_001178120,-373.6,1356
NM_003840,-411.2,1161
NM_001287344,-631,2082
NM_213606,-484.3,1551
NM_033356,-390.6,1395
NM_001099744,-719.4,1992
NM_001164160,-739.9,2640
NM_001284296,-370.1,984
NM_001290264,-476.7,1218
NM_024607,-257.6,858
NM_001160328,-773.8,1773
NM_033355,-405.6,1440
NM_001184745,-602.3,1362
NM_001037984,-1609.6,3360
NM_001077710,-496.8,966
NM_005470,-420.55,1527
NM_003640,-1236.3,3999
NM_001318360,-1113.8,3657
NM_001318361,-999.2,2130
NM_015634,-573.4,1866
NM_024860,-528.5,1350
NM_001160305,-572.6,1422
NM_016046,-174.7,588
NM_001318362,-153.7,513
NM_001318363,-138.2,459
NM_001318365,-92,330
NM_001318366,-92,330
NM_173674,-534,1620
NM_005702,-478.5,1314
NM_001317985,-471.8,1311
NM_001317986,-399.6,1065
NM_080820,-210.8,630
NM_176795,-194.8,513
NM_005343,-231.2,570
NM_001130442,-231.2,570
NM_001318088,-339.2,975
NM_001318087,-607.3,1527
NM_000543,-752.9,1896
NM_001007593,-752.9,1893
NM_000600,-189.4,639
NM_001318151,-145.2,489
NM_003776,-200,621
NM_001318152,-145.2,489
NM_031262,-423.7,1392
NM_002140,-421.8,1395
NM_001318186,-400.9,1320
NM_001318187,-399,1323
NM_001318188,-423.7,1392
NM_002528,-427.3,939
NM_001318193,-346.2,768
NM_001318199,-152,606
NM_001318203,-174.7,675
NM_145206,-171.9,654
NM_001318205,-136.7,564
NM_001318217,-121.2,312
NM_001318230,-569.3,1401
NM_001318234,-713.3,1617
NM_014723,-651.2,1485
NM_001318238,-300.4,789
NM_001318239,-300.4,789
NM_001318249,-188.1,459
NM_014298,-436.4,894
NM_001242539,-987.9,3213
NM_182764,-700.8,2163
NM_001318253,-609.6,1899
NM_172002,-217.2,708
NM_001318314,-163,453
NM_001318316,-40.2,240
NM_145912,-311.1,813
NM_001318325,-978,2751
NM_139052,-793.1,2238
NM_006951,-845.9,2403
NM_015221,-1552,4734
NM_001318326,-1098,3630
NM_001318327,-803.8,2598
NM_024948,-374.3,1338
NM_001318330,-203.1,819
NM_001318338,-845.6,2193
NM_001318337,-1181.4,3219
NM_001318388,-153.7,411
NM_177533,-304.8,669
NM_006034,-212.1,570
NM_001318390,-114.1,336
NM_000672,-331.6,1107
NM_001258323,-212.1,570
NM_001318380,-209,450
NM_032830,-624.7,2061
NM_001258321,-212.1,570
NM_015231,-1332.8,4311
NM_001258320,-212.1,570
NM_017746,-764.8,2790
NM_001318385,-212.1,570
NM_001258324,-212.1,570
NM_001161586,-683.2,1815
NM_001318372,-1025.4,3588
NM_001318374,-869.8,3099
NM_001318381,-922,2910
NM_001318382,-720.4,2220
NM_024109,-448.6,1215
NM_001318391,-545.5,1812
NM_031948,-383.6,873
NM_001318395,-227.8,567
NM_017525,-2220.4,4656
NM_016200,-59.6,291
NM_017971,-148.6,450
NM_001318511,-1171.1,2604
NM_001318494,-122.8,381
NM_173802,-254.6,789
NM_001318480,-1810.3,3783
NM_024580,-969.6,3363
NM_015516,-477.9,1062
NM_001281737,-489.2,1713
NM_018986,-1927.9,4011
NM_001281738,-471,1671
NM_001135863,-254.6,789
NM_001258210,-477.9,1062
NM_001318479,-477.9,1062
NM_014425,-1011.1,3198
NM_001318478,-477.9,1062
NM_080632,-302.4,1452
NM_001669,-695.2,1782
NM_001318490,-176.2,531
NM_016474,-385.6,1404
NM_001127716,-243.1,855
NM_016146,-223.9,660
NM_001985,-307.1,768
NM_001040610,-925.8,3210
NM_024558,-233.2,690
NM_198443,-216.9,498
NM_000126,-285.1,1002
NM_153369,-439.9,1557
NM_001318492,-105.1,345
NM_001318477,-486.5,1104
NM_181644,-612.5,1545
NM_001164694,-264.8,882
NM_001318031,-695.1,1851
NM_020436,-1169.3,3162
NM_001943,-962.1,3357
NM_153688,-286.2,1224
NM_001318469,-286.2,1224
NM_001318473,-234.2,1059
NM_001318474,-234.2,1059
NM_001318475,-54.6,231
NM_001318476,-54.6,231
NM_001318485,-91.4,309
NM_006531,-593.3,2475
NM_001318491,-582,2418
NM_001318493,-596.5,2502
NM_048368,-1198.5,2604
NM_002844,-1258.7,4323
NM_001193529,-416.2,1482
NM_080841,-740.4,2382
NM_001308173,-408.9,1164
NM_138576,-1299.7,2685
NM_002836,-748.7,2409
