"","transcript_id","freeenergy","length"
"13394","NONHSAT160488.1","-57.60"," 206.0000"
"13395","NONHSAT160492.1","-139.40"," 483.0000"
"13396","NONHSAT160493.1","-479.40","1071.0000"
"13397","NONHSAT160499.1","-367.30","1117.0000"
"13398","NONHSAT160500.1","-152.70"," 575.0000"
"13399","NONHSAT160501.1","-399.50","1104.0000"
"13400","NONHSAT160503.1","-392.40","1089.0000"
"13401","NONHSAT160506.1","-258.50"," 896.0000"
"13402","NONHSAT160507.1","-261.70"," 885.0000"
"13403","NONHSAT160508.1","-431.90","1282.0000"
"13404","NONHSAT160510.1","-66.90"," 201.0000"
"13405","NONHSAT160517.1","-886.90","2338.0000"
"13406","NONHSAT160519.1","-459.20","1063.0000"
"13407","NONHSAT160526.1","-333.20"," 887.0000"
"13408","NONHSAT160536.1","-278.70"," 751.0000"
"13409","NONHSAT160551.1","-33.20"," 220.0000"
"13410","NONHSAT160552.1","-61.20"," 334.0000"
"13411","NONHSAT160555.1","-177.10"," 632.0000"
"13412","NONHSAT160559.1","-389.60","1559.0000"
"13413","NONHSAT160560.1","-330.80","1352.0000"
"13414","NONHSAT160561.1","-417.70","1642.0000"
"13415","NONHSAT160573.1","-528.00","2052.0000"
"13416","NONHSAT160579.1","-252.10"," 740.0000"
"13417","NONHSAT160584.1","-51.70"," 277.0000"
"13418","NONHSAT160585.1","-40.80"," 229.0000"
"13419","NONHSAT160586.1","-165.70"," 623.0000"
"13420","NONHSAT160587.1","-842.30","2387.0000"
"13421","NONHSAT160588.1","-328.30","1419.0000"
"13422","NONHSAT160589.1","-350.30"," 989.0000"
"13423","NONHSAT160597.1","-957.80","3249.0000"
"13424","NONHSAT160605.1","-123.80"," 458.0000"
"13425","NONHSAT160622.1","-194.30"," 899.0000"
"13426","NONHSAT160626.1","-301.90"," 859.0000"
"13427","NONHSAT160632.1","-712.80","2612.0000"
"13428","NONHSAT160633.1","-354.00"," 921.0000"
"13429","NONHSAT160637.1","-127.60"," 581.0000"
"13430","NONHSAT160654.1","-86.80"," 221.0000"
"13431","NONHSAT160667.1","-252.40"," 631.0000"
"13432","NONHSAT160668.1","-220.40","1036.0000"
"13433","NONHSAT160669.1","-370.00","1353.0000"
"13434","NONHSAT160670.1","-355.50","1314.0000"
"13435","NONHSAT160671.1","-197.00"," 672.0000"
"13436","NONHSAT160673.1","-199.90"," 800.0000"
"13437","NONHSAT160680.1","-189.20"," 737.0000"
"13438","NONHSAT160707.1","-163.60"," 733.0000"
"13439","NONHSAT160708.1","-201.10"," 782.0000"
"13440","NONHSAT160714.1","-336.50","1153.0000"
"13441","NONHSAT160724.1","-363.20","1155.0000"
"13442","NONHSAT160726.1","-149.40"," 505.0000"
"13443","NONHSAT160727.1","-352.20","1037.0000"
"13444","NONHSAT160728.1","-186.00"," 684.0000"
"13445","NONHSAT160751.1","-466.20","1813.0000"
"13446","NONHSAT160752.1","-112.50"," 586.0000"
"13447","NONHSAT160753.1","-314.60","1176.0000"
"13448","NONHSAT160760.1","-240.00"," 982.0000"
"13449","NONHSAT160795.1","-290.30"," 702.0000"
"13450","NONHSAT160796.1","-224.10"," 553.0000"
"13451","NONHSAT160797.1","-389.14","1028.0000"
"13452","NONHSAT160812.1","-111.50"," 418.0000"
"13453","NONHSAT160814.1","-177.10"," 444.0000"
"13454","NONHSAT160817.1","-288.70"," 869.0000"
"13455","NONHSAT160838.1","-109.70"," 423.0000"
"13456","NONHSAT160839.1","-586.10","2095.0000"
"13457","NONHSAT160842.1","-123.40"," 475.0000"
"13458","NONHSAT160843.1","-199.10"," 713.0000"
"13459","NONHSAT160844.1","-66.50"," 272.0000"
"13460","NONHSAT160862.1","-625.50","1578.0000"
"13461","NONHSAT160866.1","-382.80","1105.0000"
"13462","NONHSAT160867.1","-313.10","1332.0000"
"13463","NONHSAT160869.1","-389.10","1511.0000"
"13464","NONHSAT160870.1","-559.31","2289.0000"
"13465","NONHSAT160876.1","-225.50"," 704.0000"
"13466","NONHSAT160877.1","-114.04"," 416.0000"
"13467","NONHSAT160878.1","-1244.90","3654.0000"
"13468","NONHSAT160880.1","-290.60","1197.0000"
"13469","NONHSAT160917.1","-216.30"," 486.0000"
"13470","NONHSAT161009.1","-205.20"," 669.0000"
"13471","NONHSAT161098.1","-237.50","1006.0000"
"13472","NONHSAT161099.1","-668.10","2724.0000"
"13473","NONHSAT161235.1","-162.40"," 605.0000"
"13474","NONHSAT161259.1","-274.00"," 704.0000"
"13475","NONHSAT161350.1","-396.80","1661.0000"
"13476","NONHSAT161449.1","-134.20"," 647.0000"
"13477","NONHSAT161452.1","-774.00","2942.0000"
"13478","NONHSAT161494.1","-400.70","1464.0000"
"13479","NONHSAT161498.1","-516.80","1593.0000"
"13480","NONHSAT161676.1","-714.70","2125.0000"
"13481","NONHSAT161692.1","-1065.00","2348.0000"
"13482","NONHSAT161693.1","-1060.70","2342.0000"
"13483","NONHSAT161702.1","-1009.60","2303.0000"
"13484","NONHSAT161703.1","-908.80","2077.0000"
"13485","NONHSAT161715.1","-1290.50","3530.0000"
"13486","NONHSAT161717.1","-252.90"," 943.0000"
"13487","NONHSAT161718.1","-223.30"," 861.0000"
"13488","NONHSAT161719.1","-209.40"," 706.0000"
"13489","NONHSAT161720.1","-369.90","1186.0000"
"13490","NONHSAT161723.1","-816.60","2244.0000"
"13491","NONHSAT161724.1","-438.40","1707.0000"
"13492","NONHSAT161726.1","-334.00","1080.0000"
"13493","NONHSAT161735.1","-261.30"," 915.0000"
"13494","NONHSAT161736.1","-538.80","1638.0000"
"13495","NONHSAT161738.1","-135.30"," 456.0000"
"13496","NONHSAT161739.1","-178.50"," 568.0000"
"13497","NONHSAT161742.1","-66.90"," 229.0000"
"13498","NONHSAT161770.1","-122.60"," 520.0000"
"13499","NONHSAT161779.1","-169.50"," 599.0000"
"13500","NONHSAT161780.1","-175.70"," 649.0000"
"13501","NONHSAT161781.1","-656.70","2250.0000"
"13502","NONHSAT161787.1","-91.00"," 372.0000"
"13503","NONHSAT161788.1","-592.30","1351.0000"
"13504","NONHSAT161790.1","-485.80","1119.0000"
"13505","NONHSAT161792.1","-349.30"," 842.0000"
"13506","NONHSAT161793.1","-201.20"," 569.0000"
"13507","NONHSAT161795.1","-305.10"," 748.0000"
"13508","NONHSAT161798.1","-112.00"," 461.0000"
"13509","NONHSAT161799.1","-406.20"," 847.0000"
"13510","NONHSAT161810.1","-442.80","1414.0000"
"13511","NONHSAT161811.1","-1096.71","3358.0000"
"13512","NONHSAT161822.1","-161.00"," 701.0000"
"13513","NONHSAT161823.1","-627.70","2187.0000"
"13514","NONHSAT161824.1","-215.40"," 815.0000"
"13515","NONHSAT161835.1","-387.70","1208.0000"
"13516","NONHSAT161836.1","-663.60","2508.0000"
"13517","NONHSAT161837.1","-204.10"," 859.0000"
"13518","NONHSAT161844.1","-362.90"," 980.0000"
"13519","NONHSAT161859.1","-675.70","1917.0000"
"13520","NONHSAT161862.1","-359.20","1125.0000"
"13521","NONHSAT161863.1","-197.00"," 775.0000"
"13522","NONHSAT161865.1","-157.50"," 549.0000"
"13523","NONHSAT161867.1","-168.60"," 641.0000"
"13524","NONHSAT161868.1","-794.50","2543.0000"
"13525","NONHSAT161869.1","-407.90","1363.0000"
"13526","NONHSAT161870.1","-399.70","1294.0000"
"13527","NONHSAT161872.1","-264.00","1086.0000"
"13528","NONHSAT161875.1","-695.70","2500.0000"
"13529","NONHSAT161876.1","-725.00","2403.0000"
"13530","NONHSAT161884.1","-113.90"," 504.0000"
"13531","NONHSAT161885.1","-296.20","1127.0000"
"13532","NONHSAT161889.1","-213.50"," 596.0000"
"13533","NONHSAT161896.1","-253.50","1020.0000"
"13534","NONHSAT161898.1","-144.20"," 585.0000"
"13535","NONHSAT161904.1","-181.80"," 873.0000"
"13536","NONHSAT161905.1","-46.40"," 201.0000"
"13537","NONHSAT161906.1","-32.10"," 214.0000"
"13538","NONHSAT161908.1","-169.90"," 603.0000"
"13539","NONHSAT161909.1","-48.70"," 240.0000"
"13540","NONHSAT161933.1","-599.90","2197.0000"
"13541","NONHSAT161934.1","-339.40"," 927.0000"
"13542","NONHSAT161942.1","-224.60"," 963.0000"
"13543","NONHSAT161943.1","-1097.20","3785.0000"
"13544","NONHSAT161945.1","-110.60"," 456.0000"
"13545","NONHSAT161951.1","-94.20"," 480.0000"
"13546","NONHSAT161982.1","-261.40"," 886.0000"
"13547","NONHSAT161987.1","-56.70"," 295.0000"
"13548","NONHSAT161988.1","-123.60"," 509.0000"
"13549","NONHSAT161992.1","-113.30"," 602.0000"
"13550","NONHSAT161993.1","-246.90","1180.0000"
"13551","NONHSAT162017.1","-114.60"," 321.0000"
"13552","NONHSAT162018.1","-61.30"," 221.0000"
"13553","NONHSAT162023.1","-1142.40","3414.0000"
"13554","NONHSAT162029.1","-233.00","1176.0000"
"13555","NONHSAT162030.1","-433.10","2069.0000"
"13556","NONHSAT162031.1","-137.40"," 444.0000"
"13557","NONHSAT162032.1","-232.60"," 848.0000"
"13558","NONHSAT162034.1","-284.50","1357.0000"
"13559","NONHSAT162035.1","-454.20","1796.0000"
"13560","NONHSAT162039.1","-243.90","1135.0000"
"13561","NONHSAT162041.1","-572.30","1811.0000"
"13562","NONHSAT162058.1","-120.00"," 403.0000"
"13563","NONHSAT162076.1","-100.00"," 501.0000"
"13564","NONHSAT162084.1","-201.50"," 762.0000"
"13565","NONHSAT162086.1","-87.60"," 437.0000"
"13566","NONHSAT162091.1","-146.60"," 658.0000"
"13567","NONHSAT162093.1","-315.00","1195.0000"
"13568","NONHSAT162101.1","-696.80","1826.0000"
"13569","NONHSAT162106.1","-403.40","1500.0000"
"13570","NONHSAT162107.1","-113.10"," 504.0000"
"13571","NONHSAT162110.1","-360.30","1364.0000"
"13572","NONHSAT162117.1","-192.70"," 584.0000"
"13573","NONHSAT162118.1","-157.90"," 546.0000"
"13574","NONHSAT162119.1","-234.90"," 755.0000"
"13575","NONHSAT162120.1","-132.10"," 471.0000"
"13576","NONHSAT162121.1","-405.60","1569.0000"
"13577","NONHSAT162122.1","-732.40","2523.0000"
"13578","NONHSAT162123.1","-75.30"," 293.0000"
"13579","NONHSAT162124.1","-81.40"," 273.0000"
"13580","NONHSAT162125.1","-64.30"," 254.0000"
"13581","NONHSAT162126.1","-121.60"," 448.0000"
"13582","NONHSAT162127.1","-272.40"," 955.0000"
"13583","NONHSAT162131.1","-111.30"," 561.0000"
"13584","NONHSAT162132.1","-97.00"," 444.0000"
"13585","NONHSAT162143.1","-155.20"," 444.0000"
"13586","NONHSAT162145.1","-351.00"," 850.0000"
"13587","NONHSAT162146.1","-431.20","1080.0000"
"13588","NONHSAT162152.1","-969.30","3087.0000"
"13589","NONHSAT162153.1","-454.90","1457.0000"
"13590","NONHSAT162156.1","-1172.30","3645.0000"
"13591","NONHSAT162169.1","-90.40"," 259.0000"
"13592","NONHSAT162171.1","-1626.80","4482.0000"
"13593","NONHSAT162172.1","-61.30"," 257.0000"
"13594","NONHSAT162173.1","-596.10","1908.0000"
"13595","NONHSAT162178.1","-101.80"," 409.0000"
"13596","NONHSAT162192.1","-275.70"," 951.0000"
"13597","NONHSAT162195.1","-78.60"," 391.0000"
"13598","NONHSAT162196.1","-231.40","1033.0000"
"13599","NONHSAT162199.1","-52.60"," 252.0000"
"13600","NONHSAT162200.1","-77.20"," 259.0000"
"13601","NONHSAT162203.1","-334.80"," 850.0000"
"13602","NONHSAT162204.1","-480.40","1274.0000"
"13603","NONHSAT162205.1","-68.50"," 211.0000"
"13604","NONHSAT162206.1","-75.40"," 209.0000"
"13605","NONHSAT162208.1","-1167.60","3849.0000"
"13606","NONHSAT162210.1","-315.90"," 941.0000"
"13607","NONHSAT162214.1","-660.40","2368.0000"
"13608","NONHSAT162218.1","-330.80"," 976.0000"
"13609","NONHSAT162221.1","-197.10"," 590.0000"
"13610","NONHSAT162222.1","-426.70","1520.0000"
"13611","NONHSAT162235.1","-227.70"," 904.0000"
"13612","NONHSAT162251.1","-174.10"," 560.0000"
"13613","NONHSAT162253.1","-288.10"," 806.0000"
"13614","NONHSAT162254.1","-131.10"," 473.0000"
"13615","NONHSAT162258.1","-175.50"," 504.0000"
"13616","NONHSAT162259.1","-223.30"," 632.0000"
"13617","NONHSAT162261.1","-349.40","1010.0000"
"13618","NONHSAT162263.1","-177.20"," 757.0000"
"13619","NONHSAT162264.1","-195.20"," 681.0000"
"13620","NONHSAT162267.1","-142.30"," 488.0000"
"13621","NONHSAT162276.1","-886.30","2705.0000"
"13622","NONHSAT162277.1","-643.20","1522.0000"
"13623","NONHSAT162278.1","-322.50"," 882.0000"
"13624","NONHSAT162281.1","-414.50"," 980.0000"
"13625","NONHSAT162285.1","-665.50","1531.0000"
"13626","NONHSAT162287.1","-297.30"," 885.0000"
"13627","NONHSAT162328.1","-636.30","1764.0000"
"13628","NONHSAT162329.1","-425.40","1237.0000"
"13629","NONHSAT162331.1","-307.20","1208.0000"
"13630","NONHSAT162332.1","-104.50"," 281.0000"
"13631","NONHSAT162335.1","-144.70"," 656.0000"
"13632","NONHSAT162336.1","-970.40","3457.0000"
"13633","NONHSAT162341.1","-246.80"," 958.0000"
"13634","NONHSAT162346.1","-570.10","1766.0000"
"13635","NONHSAT162348.1","-74.00"," 348.0000"
"13636","NONHSAT162353.1","-196.60"," 774.0000"
"13637","NONHSAT162361.1","-272.30","1198.0000"
"13638","NONHSAT162363.1","-69.90"," 281.0000"
"13639","NONHSAT162374.1","-162.98"," 866.0000"
"13640","NONHSAT162384.1","-483.90","1663.0000"
"13641","NONHSAT162387.1","-652.20","2083.0000"
"13642","NONHSAT162390.1","-42.10"," 225.0000"
"13643","NONHSAT162391.1","-746.70","2558.0000"
"13644","NONHSAT162392.1","-331.50"," 863.0000"
"13645","NONHSAT162408.1","-188.30"," 754.0000"
"13646","NONHSAT162411.1","-298.60","1212.0000"
"13647","NONHSAT162423.1","-379.20","1584.0000"
"13648","NONHSAT162424.1","-59.90"," 201.0000"
"13649","NONHSAT162425.1","-235.40"," 972.0000"
"13650","NONHSAT162474.1","-229.60"," 540.0000"
"13651","NONHSAT162475.1","-219.00"," 542.0000"
"13652","NONHSAT162476.1","-108.40"," 494.0000"
"13653","NONHSAT162477.1","-93.40"," 383.0000"
"13654","NONHSAT162478.1","-218.30","1256.0000"
"13655","NONHSAT162505.1","-205.50","1041.0000"
"13656","NONHSAT162506.1","-287.70","1421.0000"
"13657","NONHSAT162507.1","-505.30","2139.0000"
"13658","NONHSAT162508.1","-298.90","1392.0000"
"13659","NONHSAT162523.1","-137.20"," 493.0000"
"13660","NONHSAT162534.1","-822.80","2257.0000"
"13661","NONHSAT162589.1","-249.50"," 497.0000"
"13662","NONHSAT162590.1","-377.00","1167.0000"
"13663","NONHSAT162593.1","-537.50","2118.0000"
"13664","NONHSAT162604.1","-92.70"," 396.0000"
"13665","NONHSAT162606.1","-557.74","2176.0000"
"13666","NONHSAT162607.1","-171.80"," 549.0000"
"13667","NONHSAT162617.1","-466.10","1445.0000"
"13668","NONHSAT162635.1","-350.50"," 988.0000"
"13669","NONHSAT162640.1","-1269.90","3920.0000"
"13670","NONHSAT162641.1","-241.00","1011.0000"
"13671","NONHSAT162642.1","-265.50"," 473.0000"
"13672","NONHSAT162645.1","-161.30"," 658.0000"
"13673","NONHSAT162649.1","-310.61","1124.0000"
"13674","NONHSAT162650.1","-277.30","1254.0000"
"13675","NONHSAT162651.1","-199.80"," 781.0000"
"13676","NONHSAT162653.1","-59.30"," 282.0000"
"13677","NONHSAT162671.1","-199.10"," 674.0000"
"13678","NONHSAT162672.1","-255.00"," 843.0000"
"13679","NONHSAT162673.1","-492.10","1544.0000"
"13680","NONHSAT162678.1","-796.40","2653.0000"
"13681","NONHSAT162679.1","-406.00","1375.0000"
"13682","NONHSAT162684.1","-289.90"," 855.0000"
"13683","NONHSAT162701.1","-244.90"," 650.0000"
"13684","NONHSAT162702.1","-672.60","2028.0000"
"13685","NONHSAT162708.1","-431.70","1434.0000"
"13686","NONHSAT162710.1","-178.90"," 672.0000"
"13687","NONHSAT162729.1","-103.70"," 349.0000"
"13688","NONHSAT162730.1","-231.70"," 605.0000"
"13689","NONHSAT162731.1","-324.60"," 910.0000"
"13690","NONHSAT162732.1","-320.00"," 880.0000"
"13691","NONHSAT162739.1","-567.00","1178.0000"
"13692","NONHSAT162740.1","-592.30","1694.0000"
"13693","NONHSAT162742.1","-123.20"," 559.0000"
"13694","NONHSAT162747.1","-188.50"," 804.0000"
"13695","NONHSAT162748.1","-238.70","1104.0000"
"13696","NONHSAT162749.1","-241.64"," 853.0000"
"13697","NONHSAT162751.1","-248.40"," 971.0000"
"13698","NONHSAT162755.1","-243.70"," 752.0000"
"13699","NONHSAT162757.1","-647.40","1828.0000"
"13700","NONHSAT162762.1","-82.10"," 366.0000"
"13701","NONHSAT162763.1","-628.00","2111.0000"
"13702","NONHSAT162764.1","-466.00","1224.0000"
"13703","NONHSAT162765.1","-237.80"," 868.0000"
"13704","NONHSAT162771.1","-398.00"," 863.0000"
"13705","NONHSAT162772.1","-399.80","1038.0000"
"13706","NONHSAT162773.1","-471.10","1331.0000"
"13707","NONHSAT162774.1","-53.60"," 201.0000"
"13708","NONHSAT162775.1","-176.30"," 577.0000"
"13709","NONHSAT162776.1","-479.74","1281.0000"
"13710","NONHSAT162820.1","-1175.90","2895.0000"
"13711","NONHSAT162829.1","-167.30"," 690.0000"
"13712","NONHSAT162837.1","-41.30"," 213.0000"
"13713","NONHSAT162838.1","-86.10"," 328.0000"
"13714","NONHSAT162842.1","-180.10"," 641.0000"
"13715","NONHSAT162843.1","-65.40"," 281.0000"
"13716","NONHSAT162844.1","-147.50"," 590.0000"
"13717","NONHSAT162845.1","-129.20"," 553.0000"
"13718","NONHSAT162857.1","-656.50","1825.0000"
"13719","NONHSAT162858.1","-604.80","1557.0000"
"13720","NONHSAT162864.1","-219.00"," 814.0000"
"13721","NONHSAT162865.1","-890.01","2368.0000"
"13722","NONHSAT162866.1","-293.10"," 678.0000"
"13723","NONHSAT162873.1","-311.80"," 669.0000"
"13724","NONHSAT162875.1","-277.30"," 662.0000"
"13725","NONHSAT162876.1","-558.20","1711.0000"
"13726","NONHSAT162877.1","-185.30"," 697.0000"
"13727","NONHSAT162878.1","-219.40"," 558.0000"
"13728","NONHSAT162879.1","-92.90"," 416.0000"
"13729","NONHSAT162880.1","-113.20"," 412.0000"
"13730","NONHSAT162892.1","-225.60"," 763.0000"
"13731","NONHSAT162897.1","-864.30","2607.0000"
"13732","NONHSAT162898.1","-70.70"," 224.0000"
"13733","NONHSAT162899.1","-234.70"," 742.0000"
"13734","NONHSAT162900.1","-961.10","1990.0000"
"13735","NONHSAT162909.1","-132.80"," 455.0000"
"13736","NONHSAT162910.1","-157.20"," 544.0000"
"13737","NONHSAT162911.1","-251.60"," 806.0000"
"13738","NONHSAT162914.1","-346.60","1199.0000"
"13739","NONHSAT162915.1","-155.90"," 542.0000"
"13740","NONHSAT162916.1","-97.70"," 261.0000"
"13741","NONHSAT162917.1","-372.70"," 832.0000"
"13742","NONHSAT162918.1","-394.10"," 878.0000"
"13743","NONHSAT162919.1","-321.70"," 763.0000"
"13744","NONHSAT162920.1","-426.20"," 965.0000"
"13745","NONHSAT162924.1","-476.60","1462.0000"
"13746","NONHSAT162927.1","-155.30"," 601.0000"
"13747","NONHSAT162928.1","-328.00"," 947.0000"
"13748","NONHSAT162929.1","-309.10"," 909.0000"
"13749","NONHSAT162930.1","-221.50"," 758.0000"
"13750","NONHSAT162933.1","-465.80","1345.0000"
"13751","NONHSAT162937.1","-107.00"," 369.0000"
"13752","NONHSAT162963.1","-952.50","2917.0000"
"13753","NONHSAT162964.1","-1381.20","3467.0000"
"13754","NONHSAT163020.1","-122.30"," 444.0000"
"13755","NONHSAT163070.1","-755.30","2076.0000"
"13756","NONHSAT163109.1","-1778.10","4494.0000"
"13757","NONHSAT163123.1","-317.80"," 801.0000"
"13758","NONHSAT163127.1","-685.60","1740.0000"
"13759","NONHSAT163128.1","-70.70"," 201.0000"
"13760","NONHSAT163129.1","-96.40"," 287.0000"
"13761","NONHSAT163155.1","-465.20","1355.0000"
"13762","NONHSAT163156.1","-78.80"," 201.0000"
"13763","NONHSAT163157.1","-179.20"," 555.0000"
"13764","NONHSAT163159.1","-1084.90","3263.0000"
"13765","NONHSAT163160.1","-91.10"," 392.0000"
"13766","NONHSAT163161.1","-184.50"," 756.0000"
"13767","NONHSAT163184.1","-240.70"," 838.0000"
"13768","NONHSAT163198.1","-375.19","1697.0000"
"13769","NONHSAT163208.1","-146.00"," 679.0000"
"13770","NONHSAT163235.1","-994.30","2364.0000"
"13771","NONHSAT163237.1","-173.90"," 453.0000"
"13772","NONHSAT163242.1","-264.30"," 780.0000"
"13773","NONHSAT163243.1","-76.70"," 252.0000"
"13774","NONHSAT163244.1","-479.40","1126.0000"
"13775","NONHSAT163246.1","-99.10"," 201.0000"
"13776","NONHSAT163249.1","-81.20"," 312.0000"
"13777","NONHSAT163253.1","-323.00"," 958.0000"
"13778","NONHSAT163259.1","-249.10"," 788.0000"
"13779","NONHSAT163267.1","-84.00"," 290.0000"
"13780","NONHSAT163280.1","-632.00","1616.0000"
"13781","NONHSAT163286.1","-197.20"," 652.0000"
"13782","NONHSAT163304.1","-193.10"," 837.0000"
"13783","NONHSAT163308.1","-67.80"," 241.0000"
"13784","NONHSAT163309.1","-338.10","1190.0000"
"13785","NONHSAT163310.1","-131.50"," 789.0000"
"13786","NONHSAT163319.1","-384.40","1536.0000"
"13787","NONHSAT163321.1","-256.40"," 698.0000"
"13788","NONHSAT163324.1","-214.60"," 794.0000"
"13789","NONHSAT163325.1","-212.90"," 791.0000"
"13790","NONHSAT163330.1","-174.50"," 632.0000"
"13791","NONHSAT163331.1","-173.40"," 573.0000"
"13792","NONHSAT163336.1","-288.10"," 940.0000"
"13793","NONHSAT163337.1","-595.04","2210.0000"
"13794","NONHSAT163342.1","-312.40","1360.0000"
"13795","NONHSAT163343.1","-58.40"," 221.0000"
"13796","NONHSAT163349.1","-220.70","1003.0000"
"13797","NONHSAT163366.1","-287.70","1100.0000"
"13798","NONHSAT163367.1","-111.90"," 597.0000"
"13799","NONHSAT163368.1","-425.40","1350.0000"
"13800","NONHSAT163369.1","-437.80","1510.0000"
"13801","NONHSAT163375.1","-135.70"," 746.0000"
"13802","NONHSAT163376.1","-204.50"," 909.0000"
"13803","NONHSAT163382.1","-1387.17","4252.0000"
"13804","NONHSAT163389.1","-141.30"," 651.0000"
"13805","NONHSAT163390.1","-261.10"," 992.0000"
"13806","NONHSAT163398.1","-346.40"," 679.0000"
"13807","NONHSAT163408.1","-111.00"," 503.0000"
"13808","NONHSAT163409.1","-156.10"," 651.0000"
"13809","NONHSAT163426.1","-291.00"," 819.0000"
"13810","NONHSAT163427.1","-179.70"," 573.0000"
"13811","NONHSAT163428.1","-138.00"," 415.0000"
"13812","NONHSAT163429.1","-777.30","2511.0000"
"13813","NONHSAT163430.1","-226.60"," 851.0000"
"13814","NONHSAT163434.1","-341.10"," 866.0000"
"13815","NONHSAT163435.1","-93.50"," 474.0000"
"13816","NONHSAT163437.1","-79.40"," 417.0000"
"13817","NONHSAT163438.1","-566.40","1489.0000"
"13818","NONHSAT163444.1","-85.10"," 413.0000"
"13819","NONHSAT163445.1","-185.68"," 856.0000"
"13820","NONHSAT163446.1","-133.20"," 731.0000"
"13821","NONHSAT163447.1","-64.60"," 426.0000"
"13822","NONHSAT163461.1","-617.82","2098.0000"
"13823","NONHSAT163466.1","-813.80","2745.0000"
"13824","NONHSAT163474.1","-37.10"," 201.0000"
"13825","NONHSAT163486.1","-88.00"," 207.0000"
"13826","NONHSAT163489.1","-211.70"," 895.0000"
"13827","NONHSAT163490.1","-215.90"," 753.0000"
"13828","NONHSAT163492.1","-391.69","1601.0000"
"13829","NONHSAT163493.1","-281.30"," 848.0000"
"13830","NONHSAT163494.1","-140.90"," 526.0000"
"13831","NONHSAT163495.1","-86.20"," 368.0000"
"13832","NONHSAT163497.1","-239.50"," 941.0000"
"13833","NONHSAT163504.1","-147.90"," 505.0000"
"13834","NONHSAT163507.1","-597.10","1479.0000"
"13835","NONHSAT163508.1","-230.90"," 501.0000"
"13836","NONHSAT163509.1","-218.00"," 516.0000"
"13837","NONHSAT163512.1","-259.00"," 978.0000"
"13838","NONHSAT163518.1","-373.10","1034.0000"
"13839","NONHSAT163526.1","-347.20","1328.0000"
"13840","NONHSAT163529.1","-1087.60","2586.0000"
"13841","NONHSAT163533.1","-116.90"," 523.0000"
"13842","NONHSAT163537.1","-277.50"," 898.0000"
"13843","NONHSAT163538.1","-187.90"," 470.0000"
"13844","NONHSAT163550.1","-78.00"," 314.0000"
"13845","NONHSAT163552.1","-218.60"," 676.0000"
"13846","NONHSAT163555.1","-256.90"," 811.0000"
"13847","NONHSAT163569.1","-205.10"," 662.0000"
"13848","NONHSAT163570.1","-262.80"," 860.0000"
"13849","NONHSAT163573.1","-249.20"," 738.0000"
"13850","NONHSAT163574.1","-77.10"," 301.0000"
"13851","NONHSAT163579.1","-1198.40","3453.0000"
"13852","NONHSAT163582.1","-227.40"," 592.0000"
"13853","NONHSAT163598.1","-79.10"," 272.0000"
"13854","NONHSAT163599.1","-72.00"," 312.0000"
"13855","NONHSAT163600.1","-71.40"," 231.0000"
"13856","NONHSAT163601.1","-132.90"," 484.0000"
"13857","NONHSAT163602.1","-877.80","2566.0000"
"13858","NONHSAT163605.1","-196.30"," 524.0000"
"13859","NONHSAT163607.1","-166.40"," 401.0000"
"13860","NONHSAT163608.1","-348.40"," 468.0000"
"13861","NONHSAT163610.1","-275.90"," 757.0000"
"13862","NONHSAT163611.1","-455.10","1247.0000"
"13863","NONHSAT163612.1","-221.20"," 628.0000"
"13864","NONHSAT163613.1","-325.90","1316.0000"
"13865","NONHSAT163615.1","-139.40"," 461.0000"
"13866","NONHSAT163616.1","-59.30"," 201.0000"
"13867","NONHSAT163617.1","-214.60"," 644.0000"
"13868","NONHSAT163619.1","-504.50","1975.0000"
"13869","NONHSAT163621.1","-311.50"," 781.0000"
"13870","NONHSAT163622.1","-189.00"," 523.0000"
"13871","NONHSAT163628.1","-602.20","1489.0000"
"13872","NONHSAT163630.1","-414.60","1201.0000"
"13873","NONHSAT163650.1","-609.40","2266.0000"
"13874","NONHSAT163678.1","-262.30"," 966.0000"
"13875","NONHSAT163679.1","-293.70","1087.0000"
"13876","NONHSAT163680.1","-225.50"," 899.0000"
"13877","NONHSAT163683.1","-232.80","1020.0000"
"13878","NONHSAT163684.1","-235.10"," 946.0000"
"13879","NONHSAT163686.1","-58.50"," 250.0000"
"13880","NONHSAT163701.1","-173.40"," 630.0000"
"13881","NONHSAT163702.1","-768.00","2695.0000"
"13882","NONHSAT163707.1","-749.97","3121.0000"
"13883","NONHSAT163710.1","-264.50","1002.0000"
"13884","NONHSAT163725.1","-299.50","1191.0000"
"13885","NONHSAT163726.1","-845.30","2925.0000"
"13886","NONHSAT163730.1","-378.50","1708.0000"
"13887","NONHSAT163737.1","-399.00","1054.0000"
"13888","NONHSAT163738.1","-562.00","2483.0000"
"13889","NONHSAT163741.1","-81.30"," 333.0000"
"13890","NONHSAT163746.1","-154.10"," 689.0000"
"13891","NONHSAT163747.1","-341.70","1507.0000"
"13892","NONHSAT163749.1","-196.40"," 712.0000"
"13893","NONHSAT163752.1","-295.90"," 866.0000"
"13894","NONHSAT163753.1","-58.80"," 347.0000"
"13895","NONHSAT163768.1","-132.00"," 756.0000"
"13896","NONHSAT163769.1","-124.60"," 682.0000"
"13897","NONHSAT163770.1","-184.35"," 934.0000"
"13898","NONHSAT163806.1","-228.60"," 979.0000"
