transcript,gene,classification,half-life
NONHSAT134859.2,NONHSAG053503.2,Sense,1.469277606
NONHSAT134920.2,NONHSAG053526.2,Sense,1.350518841
NONHSAT134998.2,NONHSAG053562.2,Sense,2.256898459
NONHSAT134999.2,NONHSAG053562.2,Sense,3.809281783
NONHSAT135231.2,NONHSAG053653.2,Sense,1.880798693
NONHSAT135244.2,NONHSAG053657.2,Sense,2.851004528
NONHSAT135342.2,NONHSAG053711.2,Sense,10.85551522
NONHSAT135365.2,NONHSAG053717.2,Sense,10.0575416
NONHSAT135480.2,NONHSAG053781.2,Sense,5.459628397
NONHSAT135482.2,NONHSAG053781.2,Sense,4.419743208
NONHSAT135642.2,NONHSAG053828.2,Sense,9.476545299
NONHSAT135646.2,NONHSAG053828.2,Sense,2.628667041
NONHSAT135650.2,NONHSAG053830.2,Sense,0.388363381
NONHSAT135712.2,NONHSAG053858.2,Sense,11.56222354
NONHSAT135770.2,NONHSAG053889.3,Sense,9.701418144
NONHSAT136180.2,NONHSAG053982.2,Sense,0.79746013
NONHSAT136238.2,NONHSAG054007.2,Sense,2.150371181
NONHSAT136245.2,NONHSAG054007.2,Sense,1.567149921
NONHSAT136388.2,NONHSAG054096.2,Sense,9.803909091
NONHSAT136495.2,NONHSAG054156.2,Sense,2.333279137
NONHSAT136504.2,NONHSAG054161.2,Sense,2.232262665
NONHSAT136515.2,NONHSAG054167.2,Sense,2.017494062
NONHSAT136720.2,NONHSAG054293.2,Sense,16.65265062
NONHSAT136744.2,NONHSAG054309.2,Sense,4.062112254
NONHSAT136842.2,NONHSAG054363.2,Sense,5.75319615
NONHSAT136884.2,NONHSAG054390.2,Sense,4.245655461
NONHSAT136936.2,NONHSAG054422.2,Sense,2.850833302
NONHSAT136939.2,NONHSAG054423.2,Sense,4.502484669
NONHSAT136940.2,NONHSAG054424.2,Sense,1.887925692
NONHSAT136970.2,NONHSAG054441.2,Sense,1.999840137
NONHSAT136985.2,NONHSAG054451.2,Sense,2.516133432
NONHSAT136986.2,NONHSAG054452.2,Sense,14.07075194
NONHSAT137012.2,NONHSAG054474.2,Sense,1.363077244
NONHSAT137038.2,NONHSAG054477.2,Sense,2.223507947
NONHSAT137124.2,NONHSAG054535.2,Sense,10.50808816
NONHSAT137215.2,NONHSAG054575.2,Sense,2.833161047
NONHSAT137266.2,NONHSAG054605.2,Sense,4.371582231
NONHSAT137376.2,NONHSAG054675.2,Sense,1.349973429
NONHSAT137398.2,NONHSAG054690.2,Sense,3.054132558
NONHSAT137432.2,NONHSAG054717.2,Sense,0.452749065
NONHSAT137440.2,NONHSAG054720.2,Sense,1.721283644
NONHSAT137648.2,NONHSAG054810.2,Sense,2.593145628
NONHSAT137698.2,NONHSAG054839.2,Sense,7.789808103
NONHSAT137703.2,NONHSAG054843.2,Sense,3.05167598
NONHSAT137724.2,NONHSAG054858.2,Sense,6.146438825
NONHSAT137749.2,NONHSAG054875.2,Sense,10.83565204
NONHSAT137765.2,NONHSAG054884.2,Sense,3.330081931
NONHSAT137899.2,NONHSAG054957.2,Sense,5.180343945
NONHSAT137913.2,NONHSAG054967.2,Sense,2.859175421
NONHSAT137972.2,NONHSAG055008.3,Sense,1.573283058
NONHSAT137973.2,NONHSAG055008.3,Sense,0.601917832
NONHSAT137974.2,NONHSAG055008.3,Sense,1.268603629
NONHSAT137975.2,NONHSAG055008.3,Sense,2.090052803
NONHSAT137976.2,NONHSAG055008.3,Sense,2.465003414
NONHSAT137977.2,NONHSAG055008.3,Sense,5.367648881
NONHSAT138065.2,NONHSAG055047.2,Sense,4.291675994
NONHSAT138087.2,NONHSAG055054.2,Sense,14.38622289
NONHSAT138120.2,NONHSAG055070.2,Sense,4.141777839
NONHSAT138193.2,NONHSAG055113.2,Sense,5.292490095
NONHSAT138251.2,NONHSAG055142.2,Sense,3.919981708
NONHSAT138325.2,NONHSAG055189.2,Sense,5.762067756
NONHSAT138425.2,NONHSAG055246.2,Sense,2.138252045
NONHSAT138445.2,NONHSAG055259.2,Sense,1.435034094
NONHSAT138512.2,NONHSAG055295.2,Sense,2.74767841
NONHSAT138560.2,NONHSAG055327.2,Sense,1.28996606
NONHSAT138673.2,NONHSAG055372.2,Sense,5.373754124
NONHSAT138714.2,NONHSAG055397.2,Sense,0.619393674
NONHSAT138927.2,NONHSAG055491.2,Sense,1.919714005
NONHSAT139001.2,NONHSAG055507.2,Sense,1.484096993
NONHSAT139059.2,NONHSAG055536.2,Sense,0.569886587
NONHSAT139074.2,NONHSAG055545.2,Sense,2.365713187
NONHSAT139077.2,NONHSAG055548.2,Sense,2.325982662
NONHSAT139104.2,NONHSAG055560.2,Sense,5.918800987
NONHSAT139134.2,NONHSAG055577.2,Sense,2.461467814
NONHSAT139135.2,NONHSAG055577.2,Sense,8.076973911
NONHSAT139162.2,NONHSAG055588.2,Sense,3.019463751
NONHSAT139163.2,NONHSAG055589.2,Sense,2.074291222
NONHSAT139180.2,NONHSAG055593.2,Sense,2.675797204
NONHSAT139214.2,NONHSAG055612.2,Sense,1.711189759
NONHSAT139228.2,NONHSAG055622.2,Sense,4.317395977
NONHSAT139279.2,NONHSAG055650.2,Sense,35.31941612
NONHSAT139301.2,NONHSAG055663.2,Sense,0.827019666
NONHSAT139504.2,NONHSAG055796.2,Sense,1.29385529
NONHSAT139608.2,NONHSAG055855.2,Sense,1.73546953
NONHSAT139893.2,NONHSAG105534.1,Sense,9.723342608
NONHSAT139906.2,NONHSAG003042.2,Sense,0.733881301
NONHSAT139910.2,NONHSAG003210.2,Sense,0.861397678
NONHSAT139911.2,NONHSAG003210.2,Sense,0.91389816
NONHSAT139917.2,NONHSAG003678.2,Sense,4.13090418
NONHSAT139937.2,NONHSAG004525.2,Sense,19.37997172
NONHSAT140312.2,NONHSAG018469.2,Sense,8.08448388
NONHSAT140417.2,NONHSAG018523.3,Sense,1.726239534
NONHSAT140442.2,NONHSAG018535.2,Sense,2.395561558
NONHSAT140501.2,NONHSAG018561.2,Sense,1.690490233
NONHSAT140637.2,NONHSAG018647.2,Sense,2.348938518
NONHSAT140673.2,NONHSAG018667.2,Sense,1.819570498
NONHSAT140674.2,NONHSAG018668.2,Sense,2.327571036
NONHSAT140811.2,NONHSAG018741.2,Sense,3.636187205
NONHSAT140856.2,NONHSAG018767.2,Sense,1.307238447
NONHSAT141025.2,NONHSAG018851.2,Sense,1.225450376
NONHSAT141042.2,NONHSAG018858.2,Sense,6.186738039
NONHSAT141130.2,NONHSAG018904.2,Sense,1.299466948
NONHSAT141480.2,NONHSAG018981.2,Sense,1.470221859
NONHSAT141599.2,NONHSAG019029.2,Sense,6.310446594
NONHSAT141666.2,NONHSAG019059.2,Sense,1.61777936
NONHSAT141803.2,NONHSAG019115.3,Sense,3.130119043
NONHSAT141810.2,NONHSAG019118.2,Sense,4.179347314
NONHSAT141816.2,NONHSAG072510.2,Sense,1.2631855
NONHSAT142072.2,NONHSAG019235.2,Sense,3.946673314
NONHSAT142267.2,NONHSAG019339.2,Sense,1.188385044
NONHSAT142596.2,NONHSAG019493.2,Sense,5.751786226
NONHSAT142608.2,NONHSAG072176.2,Sense,2.183839484
NONHSAT142610.2,NONHSAG072176.2,Sense,2.781182879
NONHSAT142614.2,NONHSAG072176.2,Sense,3.677998276
NONHSAT142615.2,NONHSAG072176.2,Sense,18.28706359
NONHSAT142616.2,NONHSAG072176.2,Sense,1.34967417
NONHSAT142617.2,NONHSAG072176.2,Sense,9.941823351
NONHSAT142618.2,NONHSAG072176.2,Sense,6.688657213
NONHSAT142619.2,NONHSAG072176.2,Sense,4.57344094
NONHSAT142635.2,NONHSAG019511.2,Sense,2.90017414
NONHSAT142706.2,NONHSAG019540.2,Sense,4.481658333
NONHSAT142743.2,NONHSAG019561.2,Sense,14.13936779
NONHSAT142755.2,NONHSAG019570.2,Sense,1.298225133
NONHSAT142788.2,NONHSAG019582.2,Sense,1.159416381
NONHSAT142826.2,NONHSAG019596.2,Sense,5.859304049
NONHSAT143050.2,NONHSAG019702.2,Sense,1.777144437
NONHSAT143188.2,NONHSAG019767.2,Sense,22.6810256
NONHSAT143202.2,NONHSAG019775.2,Sense,6.57010802
NONHSAT143214.2,NONHSAG019779.2,Sense,2.036656133
NONHSAT143226.2,NONHSAG108256.1,Sense,4.023356947
NONHSAT143289.2,NONHSAG019802.2,Sense,0.820326195
NONHSAT143291.2,NONHSAG019802.2,Sense,1.326997664
NONHSAT143364.2,NONHSAG019839.2,Sense,13.83863959
NONHSAT143439.2,NONHSAG019869.2,Sense,0.584909967
NONHSAT143517.2,NONHSAG019905.2,Sense,7.272823739
NONHSAT143535.2,NONHSAG019910.2,Sense,0.724940347
NONHSAT143536.2,NONHSAG019910.2,Sense,2.496149911
NONHSAT143692.2,NONHSAG019977.2,Sense,0.41368681
NONHSAT143708.2,NONHSAG019988.2,Sense,0.501449464
NONHSAT143920.2,NONHSAG020088.2,Sense,7.513867554
NONHSAT143922.2,NONHSAG020088.2,Sense,4.790867879
NONHSAT143932.2,NONHSAG020091.2,Sense,2.667683964
NONHSAT143969.2,NONHSAG020111.2,Sense,2.040393315
NONHSAT144081.2,NONHSAG020169.2,Sense,8.726716006
NONHSAT144445.2,NONHSAG020313.2,Sense,3.498179774
NONHSAT144478.2,NONHSAG020327.2,Sense,2.529266094
NONHSAT144479.2,NONHSAG020327.2,Sense,1.297992733
NONHSAT144480.2,NONHSAG020328.2,Sense,4.354781789
NONHSAT144598.2,NONHSAG020372.3,Sense,3.704956659
NONHSAT144638.2,NONHSAG020386.2,Sense,1.426301123
NONHSAT144678.2,NONHSAG020401.2,Sense,10.0136196
NONHSAT144717.2,NONHSAG020411.2,Sense,6.35068192
NONHSAT144760.2,NONHSAG020427.2,Sense,14.38119793
NONHSAT144785.2,NONHSAG020441.3,Sense,3.187160872
NONHSAT144904.2,NONHSAG020488.2,Sense,1.650550315
NONHSAT145018.2,NONHSAG020543.2,Sense,1.440816435
NONHSAT145028.2,NONHSAG020551.2,Sense,2.575507391
NONHSAT145151.2,NONHSAG020617.2,Sense,6.469247937
NONHSAT145221.2,NONHSAG020635.2,Sense,11.27353506
NONHSAT145225.2,NONHSAG020638.2,Sense,5.142682146
NONHSAT145376.2,NONHSAG020707.2,Sense,2.18052992
NONHSAT145444.2,NONHSAG020731.2,Sense,3.173909701
NONHSAT145519.2,NONHSAG020764.2,Sense,2.811071597
NONHSAT145691.2,NONHSAG020846.2,Sense,41.30112665
NONHSAT145704.2,NONHSAG020854.2,Sense,3.377841881
NONHSAT145912.2,NONHSAG020955.2,Sense,11.17073834
NONHSAT145984.2,NONHSAG020963.2,Sense,0.792691928
NONHSAT146065.2,NONHSAG108593.1,Sense,8.481000686
NONHSAT146108.2,NONHSAG021024.2,Sense,1.707353212
NONHSAT146109.2,NONHSAG021024.2,Sense,1.535642515
NONHSAT146175.2,NONHSAG021050.2,Sense,2.772981185
NONHSAT146178.2,NONHSAG021050.2,Sense,2.012322092
NONHSAT146402.2,NONHSAG021075.3,Sense,5.951471902
NONHSAT146448.2,NONHSAG021098.3,Sense,7.204886114
NONHSAT146449.2,NONHSAG021098.3,Sense,7.3560152
NONHSAT147157.2,NONHSAG031413.2,Sense,2.547835113
NONHSAT147715.2,NONHSAG054070.2,Sense,4.111699048
NONHSAT147793.2,NONHSAG018345.2,Sense,7.20519937
NONHSAT147896.2,NONHSAG018375.2,Sense,0.879555779
NONHSAT147897.2,NONHSAG018376.2,Sense,4.858184911
NONHSAT148163.2,NONHSAG018463.2,Sense,5.099194899
NONHSAT148237.1,NONHSAG000153.2,Sense,3.383182044
NONHSAT148252.1,NONHSAG000188.2,Sense,2.842660662
NONHSAT148302.1,NONHSAG000233.2,Sense,2.480058896
NONHSAT148314.1,NONHSAG000256.2,Sense,3.441936956
NONHSAT148315.1,NONHSAG000272.2,Sense,3.767560324
NONHSAT148316.1,NONHSAG000273.2,Sense,1.888582717
NONHSAT148351.1,NONHSAG056121.1,Sense,2.953908834
NONHSAT148388.1,NONHSAG056149.1,Sense,1.187935091
NONHSAT148392.1,NONHSAG056153.1,Sense,3.062059188
NONHSAT148395.1,NONHSAG000387.2,Sense,6.36706941
NONHSAT148396.1,NONHSAG056155.1,Sense,1.036984327
NONHSAT148430.1,NONHSAG056177.1,Sense,0.538250276
NONHSAT148439.1,NONHSAG000468.2,Sense,2.51267284
NONHSAT148440.1,NONHSAG000472.2,Sense,0.735327582
NONHSAT148441.1,NONHSAG000472.2,Sense,4.326110793
NONHSAT148452.1,NONHSAG056185.1,Sense,2.197096568
NONHSAT148455.1,NONHSAG056188.1,Sense,2.173203835
NONHSAT148497.1,NONHSAG000603.2,Sense,7.022714446
NONHSAT148520.1,NONHSAG000640.2,Sense,9.86025029
NONHSAT148530.1,NONHSAG056226.1,Sense,0.82369025
NONHSAT148537.1,NONHSAG000708.2,Sense,2.518780822
NONHSAT148552.1,NONHSAG000729.2,Sense,1.591823981
NONHSAT148554.1,NONHSAG000729.2,Sense,5.25869583
NONHSAT148555.1,NONHSAG000729.2,Sense,2.385106267
NONHSAT148557.1,NONHSAG000732.2,Sense,1.328993457
NONHSAT148558.1,NONHSAG000732.2,Sense,1.940579541
NONHSAT148559.1,NONHSAG000732.2,Sense,0.709838941
NONHSAT148565.1,NONHSAG000768.2,Sense,3.154438625
NONHSAT148567.1,NONHSAG000771.2,Sense,2.354466828
NONHSAT148574.1,NONHSAG056245.1,Sense,2.784048502
NONHSAT148576.1,NONHSAG056247.1,Sense,3.394631839
NONHSAT148587.1,NONHSAG056251.1,Sense,2.349148612
NONHSAT148591.1,NONHSAG056254.1,Sense,4.670027068
NONHSAT148604.1,NONHSAG056263.1,Sense,2.214638191
NONHSAT148667.1,NONHSAG056286.1,Sense,2.405000862
NONHSAT148699.1,NONHSAG001008.2,Sense,3.29201259
NONHSAT148701.1,NONHSAG056301.1,Sense,2.965822941
NONHSAT148702.1,NONHSAG001019.2,Sense,3.142661058
NONHSAT148713.1,NONHSAG001035.2,Sense,9.714742646
NONHSAT148716.1,NONHSAG001040.2,Sense,4.027029767
NONHSAT148736.1,NONHSAG056327.1,Sense,0.912115342
NONHSAT148739.1,NONHSAG001077.2,Sense,4.341788954
NONHSAT148770.1,NONHSAG056350.1,Sense,2.465925521
NONHSAT148778.1,NONHSAG056358.1,Sense,5.510790636
NONHSAT148779.1,NONHSAG056358.1,Sense,3.666909347
NONHSAT148789.1,NONHSAG001140.2,Sense,2.332774058
NONHSAT148794.1,NONHSAG056365.1,Sense,7.601120556
NONHSAT148817.1,NONHSAG056378.1,Sense,5.267816423
NONHSAT148833.1,NONHSAG056391.1,Sense,1.67194128
NONHSAT148837.1,NONHSAG056393.1,Sense,6.446119494
NONHSAT148877.1,NONHSAG001302.2,Sense,1.330684511
NONHSAT148879.1,NONHSAG001310.2,Sense,8.264120812
NONHSAT148946.1,NONHSAG056446.1,Sense,5.778785094
NONHSAT148951.1,NONHSAG056449.1,Sense,2.237320693
NONHSAT148955.1,NONHSAG056453.1,Sense,2.413275725
NONHSAT148956.1,NONHSAG056454.1,Sense,1.506124875
NONHSAT148958.1,NONHSAG056454.1,Sense,4.343300937
NONHSAT148959.1,NONHSAG056454.1,Sense,9.02029352
NONHSAT149039.1,NONHSAG056485.1,Sense,7.341220531
NONHSAT149055.1,NONHSAG001663.2,Sense,0.539996105
NONHSAT149059.1,NONHSAG056498.1,Sense,1.512887844
NONHSAT149071.1,NONHSAG056502.1,Sense,5.200003958
NONHSAT149088.1,NONHSAG056512.1,Sense,13.1616488
NONHSAT149099.1,NONHSAG056518.1,Sense,2.84247223
NONHSAT149103.1,NONHSAG001731.2,Sense,2.465637434
NONHSAT149118.1,NONHSAG001763.2,Sense,4.053056741
NONHSAT149139.1,NONHSAG001792.2,Sense,6.133012751
NONHSAT149140.1,NONHSAG104931.1,Sense,1.453005594
NONHSAT149141.1,NONHSAG104931.1,Sense,5.434862449
NONHSAT149207.1,NONHSAG056559.1,Sense,4.926435046
NONHSAT149212.1,NONHSAG056563.1,Sense,15.78756927
NONHSAT149213.1,NONHSAG001852.2,Sense,3.161589031
NONHSAT149214.1,NONHSAG104936.1,Sense,6.454677378
NONHSAT149215.1,NONHSAG104936.1,Sense,6.82915363
NONHSAT149216.1,NONHSAG104936.1,Sense,2.404841414
NONHSAT149218.1,NONHSAG104936.1,Sense,6.41034202
NONHSAT149219.1,NONHSAG104936.1,Sense,3.902342325
NONHSAT149231.1,NONHSAG001879.2,Sense,0.695530581
NONHSAT149232.1,NONHSAG056570.1,Sense,7.994519979
NONHSAT149248.1,NONHSAG056579.1,Sense,4.442091976
NONHSAT149273.1,NONHSAG056593.1,Sense,9.47816685
NONHSAT149313.1,NONHSAG056621.1,Sense,3.104834979
NONHSAT149314.1,NONHSAG056621.1,Sense,1.119041607
NONHSAT149335.1,NONHSAG056636.1,Sense,2.869580007
NONHSAT149356.1,NONHSAG002079.2,Sense,3.682398835
NONHSAT149391.1,NONHSAG002143.2,Sense,5.136323321
NONHSAT149392.1,NONHSAG002143.2,Sense,2.550889096
NONHSAT149428.1,NONHSAG002166.2,Sense,6.088403208
NONHSAT149448.1,NONHSAG002193.2,Sense,0.760172404
NONHSAT149453.1,NONHSAG002197.2,Sense,1.685920208
NONHSAT149456.1,NONHSAG056696.1,Sense,8.295539904
NONHSAT149457.1,NONHSAG056696.1,Sense,3.913510081
NONHSAT149460.1,NONHSAG056698.1,Sense,40.23155259
NONHSAT149464.1,NONHSAG056701.1,Sense,2.143001681
NONHSAT149482.1,NONHSAG056711.1,Sense,3.560633001
NONHSAT149513.1,NONHSAG002311.2,Sense,1.995644738
NONHSAT149519.1,NONHSAG056731.1,Sense,1.168499838
NONHSAT149530.1,NONHSAG002362.2,Sense,1.840459611
NONHSAT149542.1,NONHSAG056743.1,Sense,2.748463285
NONHSAT149591.1,NONHSAG002396.2,Sense,0.684264793
NONHSAT149592.1,NONHSAG002396.2,Sense,9.773342249
NONHSAT149597.1,NONHSAG056749.1,Sense,4.959358329
NONHSAT149609.1,NONHSAG056756.1,Sense,2.105659595
NONHSAT149621.1,NONHSAG056760.1,Sense,0.787868915
NONHSAT149623.1,NONHSAG056762.1,Sense,0.714737579
NONHSAT149646.1,NONHSAG056772.1,Sense,0.698583433
NONHSAT149656.1,NONHSAG056776.1,Sense,1.865366259
NONHSAT149657.1,NONHSAG056777.1,Sense,1.629575772
NONHSAT149661.1,NONHSAG002551.2,Sense,3.718016162
NONHSAT149718.1,NONHSAG002700.2,Sense,0.585678497
NONHSAT149777.1,NONHSAG002839.2,Sense,1.436467389
NONHSAT149781.1,NONHSAG056825.1,Sense,2.302311384
NONHSAT149795.1,NONHSAG002888.2,Sense,2.643567379
NONHSAT149796.1,NONHSAG002898.2,Sense,1.150732933
NONHSAT149797.1,NONHSAG056832.1,Sense,27.03458086
NONHSAT149799.1,NONHSAG056834.1,Sense,4.75085859
NONHSAT149846.1,NONHSAG056859.1,Sense,2.630457104
NONHSAT149855.1,NONHSAG056866.1,Sense,2.30132821
NONHSAT149856.1,NONHSAG003008.2,Sense,3.064279027
NONHSAT149857.1,NONHSAG003012.2,Sense,2.136549148
NONHSAT149867.1,NONHSAG056871.1,Sense,1.881412465
NONHSAT149868.1,NONHSAG056872.1,Sense,2.874560906
NONHSAT149877.1,NONHSAG003109.2,Sense,3.146872409
NONHSAT149880.1,NONHSAG003111.2,Sense,3.084384542
NONHSAT149889.1,NONHSAG003136.2,Sense,2.782749786
NONHSAT149933.1,NONHSAG056906.1,Sense,5.744790795
NONHSAT149935.1,NONHSAG056906.1,Sense,11.2080906
NONHSAT149963.1,NONHSAG056920.1,Sense,1.517915855
NONHSAT149978.1,NONHSAG003309.2,Sense,1.437235948
NONHSAT149992.1,NONHSAG003318.2,Sense,3.082616718
NONHSAT150003.1,NONHSAG003338.2,Sense,6.928635256
NONHSAT150019.1,NONHSAG003392.3,Sense,1.77730026
NONHSAT150039.1,NONHSAG003442.2,Sense,8.121001293
NONHSAT150041.1,NONHSAG003450.2,Sense,2.294274105
NONHSAT150042.1,NONHSAG056961.1,Sense,0.830381766
NONHSAT150043.1,NONHSAG056961.1,Sense,16.3971784
NONHSAT150067.1,NONHSAG056978.1,Sense,1.546570639
NONHSAT150105.1,NONHSAG003582.2,Sense,1.492528434
NONHSAT150108.1,NONHSAG056997.1,Sense,1.38267106
NONHSAT150115.1,NONHSAG057003.1,Sense,2.633983031
NONHSAT150116.1,NONHSAG057004.1,Sense,1.84463589
NONHSAT150148.1,NONHSAG057026.1,Sense,3.289083003
NONHSAT150149.1,NONHSAG057027.1,Sense,3.577548278
NONHSAT150151.1,NONHSAG003690.2,Sense,1.207837596
NONHSAT150177.1,NONHSAG003746.2,Sense,8.037540055
NONHSAT150238.1,NONHSAG057069.1,Sense,9.543360607
NONHSAT150241.1,NONHSAG003820.2,Sense,4.670212082
NONHSAT150260.1,NONHSAG003845.2,Sense,2.545609402
NONHSAT150261.1,NONHSAG003845.2,Sense,1.535772784
NONHSAT150262.1,NONHSAG003845.2,Sense,2.347905012
NONHSAT150263.1,NONHSAG003847.2,Sense,4.262344432
NONHSAT150293.1,NONHSAG057093.1,Sense,2.984756122
NONHSAT150316.1,NONHSAG057103.1,Sense,2.7610787
NONHSAT150317.1,NONHSAG057104.1,Sense,4.84229385
NONHSAT150322.1,NONHSAG057106.1,Sense,18.3567176
NONHSAT150325.1,NONHSAG003962.3,Sense,1.501894584
NONHSAT150343.1,NONHSAG004003.2,Sense,3.539252103
NONHSAT150344.1,NONHSAG004007.2,Sense,8.099887752
NONHSAT150348.1,NONHSAG004011.2,Sense,1.813636195
NONHSAT150384.1,NONHSAG004099.2,Sense,0.611017525
NONHSAT150387.1,NONHSAG004117.2,Sense,2.268356342
NONHSAT150389.1,NONHSAG004121.2,Sense,1.481680406
NONHSAT150467.1,NONHSAG057176.1,Sense,17.73664441
NONHSAT150479.1,NONHSAG004256.2,Sense,0.843142833
NONHSAT150509.1,NONHSAG057205.1,Sense,5.383261387
NONHSAT150511.1,NONHSAG057205.1,Sense,2.126203704
NONHSAT150512.1,NONHSAG004278.2,Sense,23.37106348
NONHSAT150528.1,NONHSAG057218.1,Sense,5.103511021
NONHSAT150548.1,NONHSAG004315.3,Sense,2.203794412
NONHSAT150549.1,NONHSAG004315.3,Sense,3.310249186
NONHSAT150565.1,NONHSAG004357.2,Sense,4.46895486
NONHSAT150612.1,NONHSAG004386.2,Sense,2.088581304
NONHSAT150613.1,NONHSAG004388.2,Sense,2.387503822
NONHSAT150614.1,NONHSAG004388.2,Sense,1.117853435
NONHSAT150615.1,NONHSAG004388.2,Sense,3.020865822
NONHSAT150616.1,NONHSAG004393.3,Sense,2.170415088
NONHSAT150618.1,NONHSAG004393.3,Sense,4.00323683
NONHSAT150622.1,NONHSAG004393.3,Sense,1.806094131
NONHSAT150650.1,NONHSAG004455.2,Sense,1.490898259
NONHSAT150651.1,NONHSAG004455.2,Sense,5.694865742
NONHSAT150652.1,NONHSAG004455.2,Sense,3.806815068
NONHSAT150668.1,NONHSAG004505.2,Sense,3.031857669
NONHSAT150678.1,NONHSAG004525.2,Sense,0.931139358
NONHSAT150704.1,NONHSAG057295.1,Sense,1.365901185
NONHSAT150705.1,NONHSAG057295.1,Sense,18.74387853
NONHSAT150722.1,NONHSAG004620.3,Sense,0.999088823
NONHSAT150762.1,NONHSAG004654.2,Sense,2.048004389
NONHSAT150763.1,NONHSAG004654.2,Sense,11.366542
NONHSAT150812.1,NONHSAG004740.2,Sense,1.681774952
NONHSAT150858.1,NONHSAG004837.2,Sense,2.507956627
NONHSAT150859.1,NONHSAG057368.1,Sense,0.791723935
NONHSAT150860.1,NONHSAG004838.2,Sense,5.082622503
NONHSAT150892.1,NONHSAG057385.1,Sense,3.335555774
NONHSAT150893.1,NONHSAG057386.1,Sense,2.441427597
NONHSAT150946.1,NONHSAG000061.2,Sense,0.969908284
NONHSAT150949.1,NONHSAG057405.1,Sense,1.46553302
NONHSAT150963.1,NONHSAG000081.2,Sense,2.467378438
NONHSAT150967.1,NONHSAG000100.2,Sense,1.255554686
NONHSAT150968.1,NONHSAG000100.2,Sense,1.789076876
NONHSAT150981.1,NONHSAG000140.2,Sense,4.510517624
NONHSAT150982.1,NONHSAG057419.1,Sense,17.61396213
NONHSAT150983.1,NONHSAG000140.2,Sense,3.256651961
NONHSAT151018.1,NONHSAG057437.1,Sense,2.763547277
NONHSAT151053.1,NONHSAG057461.1,Sense,2.312572614
NONHSAT151071.1,NONHSAG057472.1,Sense,2.711323679
NONHSAT151083.1,NONHSAG057479.1,Sense,1.221391054
NONHSAT151121.1,NONHSAG057505.1,Sense,2.286173129
NONHSAT151131.1,NONHSAG057510.1,Sense,3.169977231
NONHSAT151163.1,NONHSAG057532.1,Sense,3.307988578
NONHSAT151171.1,NONHSAG000447.3,Sense,4.842640921
NONHSAT151176.1,NONHSAG057540.1,Sense,7.29062346
NONHSAT151232.1,NONHSAG000577.2,Sense,4.086166073
NONHSAT151237.1,NONHSAG057571.1,Sense,0.524282118
NONHSAT151254.1,NONHSAG000642.2,Sense,0.91724125
NONHSAT151260.1,NONHSAG057585.1,Sense,4.845118994
NONHSAT151273.1,NONHSAG000693.2,Sense,1.467744493
NONHSAT151279.1,NONHSAG057590.1,Sense,7.911537698
NONHSAT151288.1,NONHSAG000723.3,Sense,0.472106798
NONHSAT151296.1,NONHSAG057598.1,Sense,1.214889779
NONHSAT151297.1,NONHSAG057599.1,Sense,1.702544471
NONHSAT151317.1,NONHSAG057615.1,Sense,5.278548575
NONHSAT151320.1,NONHSAG057618.1,Sense,4.421666102
NONHSAT151321.1,NONHSAG057619.1,Sense,14.98545098
NONHSAT151323.1,NONHSAG057620.1,Sense,43.44842766
NONHSAT151336.1,NONHSAG000855.2,Sense,4.859934822
NONHSAT151337.1,NONHSAG000855.2,Sense,3.305820232
NONHSAT151338.1,NONHSAG000855.2,Sense,1.551344025
NONHSAT151340.1,NONHSAG105342.1,Sense,1.841722043
NONHSAT151368.1,NONHSAG000912.2,Sense,0.718251877
NONHSAT151373.1,NONHSAG057647.1,Sense,0.406038047
NONHSAT151377.1,NONHSAG000922.2,Sense,3.444906933
NONHSAT151378.1,NONHSAG000922.2,Sense,3.878660484
NONHSAT151379.1,NONHSAG000922.2,Sense,3.977347145
NONHSAT151380.1,NONHSAG000922.2,Sense,4.520171271
NONHSAT151392.1,NONHSAG057656.1,Sense,1.137830604
NONHSAT151398.1,NONHSAG000968.2,Sense,3.780001519
NONHSAT151426.1,NONHSAG057668.1,Sense,18.58328392
NONHSAT151452.1,NONHSAG001083.2,Sense,5.629672919
NONHSAT151454.1,NONHSAG057688.1,Sense,0.988794885
NONHSAT151455.1,NONHSAG001086.2,Sense,0.905702975
NONHSAT151468.1,NONHSAG057697.1,Sense,1.507502899
NONHSAT151479.1,NONHSAG057703.1,Sense,0.703333511
NONHSAT151482.1,NONHSAG057706.1,Sense,4.401591645
NONHSAT151531.1,NONHSAG001306.3,Sense,0.973919989
NONHSAT151532.1,NONHSAG001307.2,Sense,11.73173059
NONHSAT151545.1,NONHSAG057744.1,Sense,3.015913096
NONHSAT151554.1,NONHSAG001366.2,Sense,3.984834411
NONHSAT151556.1,NONHSAG001366.2,Sense,1.427661486
NONHSAT151557.1,NONHSAG001366.2,Sense,2.541769602
NONHSAT151596.1,NONHSAG001461.2,Sense,2.887471253
NONHSAT151598.1,NONHSAG001480.2,Sense,0.571540948
NONHSAT151599.1,NONHSAG057778.1,Sense,1.212497949
NONHSAT151601.1,NONHSAG001488.2,Sense,2.626478391
NONHSAT151602.1,NONHSAG001488.2,Sense,7.65949664
NONHSAT151603.1,NONHSAG001488.2,Sense,0.821188858
NONHSAT151604.1,NONHSAG001488.2,Sense,1.22433925
