transcript_id,exon
NM_130853,29
NM_001282237,4
NM_172359,13
NM_001318091,5
NM_024565,7
NM_006803,9
NM_017868,22
NM_002611,11
NM_001318090,4
NM_015013,19
NM_006504,21
NM_012305,22
NM_133177,31
NM_001002924,7
NM_172352,12
NM_001025159,9
NM_012099,3
NM_001318539,4
NM_001291984,30
NM_000611,4
NM_001190202,10
NM_001306156,11
NM_198511,6
NM_001282238,3
NM_015702,8
NM_001242837,22
NM_001300903,11
NM_001256721,13
NM_002837,32
NM_001311198,13
NM_002843,25
NM_001977,20
NM_152731,7
NM_173630,49
NM_173815,12
NM_001109754,34
NM_003690,8
NM_001193483,10
NM_001136575,10
NM_001318094,5
NM_001145026,42
NM_005998,14
NM_152547,11
NM_001282907,16
NM_002612,11
NM_130787,23
NM_004987,10
NM_001282908,15
NM_001278512,27
NM_001190201,12
NM_001135648,31
NM_006429,12
NM_001282,21
NM_006430,14
NM_001098503,9
NM_006431,16
NM_001142403,7
NM_001193488,10
NM_001150,21
NM_001199900,4
NM_001318093,7
NM_130855,30
NM_001040712,30
NM_001395,4
NM_001278549,12
NM_001316362,9
NM_012073,11
NM_203330,6
NM_001306154,10
NM_001139517,7
NM_130440,33
NM_001199898,12
NM_001199899,11
NM_001105244,33
NM_001114752,11
NM_001139518,8
NM_005829,6
NM_172351,13
NM_001291981,33
NM_001127223,3
NM_001308245,11
NM_001316676,22
NM_022898,3
NM_005842,2
NM_002610,11
NM_019009,6
NM_001814,7
NM_001318498,9
NM_001318499,9
NM_001318500,6
NM_001318502,10
NM_001318503,4
NM_031478,5
NM_001318505,9
NM_001318506,12
NM_001972,5
NM_001318507,15
NM_001318509,16
NM_001012759,15
NM_001318510,16
NM_001012762,14
NM_001318513,14
NM_001318514,6
NM_031432,7
NM_001135954,6
NM_001261450,7
NM_001261451,7
NM_001318519,7
NM_000508,6
NM_021871,5
NM_001318520,48
NM_001318524,5
NM_016209,5
NM_001318525,5
NM_001318526,5
NM_001318527,5
NM_001318528,5
NM_001318530,5
NM_001318532,5
NM_001318708,19
NM_001318707,17
NM_013326,20
NM_007010,15
NM_018380,1
NM_199289,22
NM_005195,1
NM_001318720,4
NM_001199699,11
NM_004941,23
NM_019082,14
NM_022822,16
NM_001257191,14
NM_001242384,19
NM_005550,19
NM_024119,14
NM_001270437,2
NM_001270436,2
NM_004818,17
NM_182540,17
NM_030653,27
NM_138615,22
NM_001318741,7
NM_001113575,13
NM_020162,12
NM_001252296,2
NM_004398,18
NM_001098504,13
NM_001318734,16
NM_022779,20
NM_024089,10
NM_003587,20
NM_001300853,13
NM_001134774,15
NM_001318739,8
NM_001318716,4
NM_001318721,4
NM_001270438,2
NM_145057,3
NM_001357,28
NM_024612,18
NM_020414,9
NM_001257189,13
NM_001193417,16
NM_001285878,1
NM_001114397,25
NM_019892,10
NM_004728,15
NM_001257144,27
NM_021620,4
NM_001014451,11
NM_032656,27
NM_001130100,20
NM_080598,11
NM_001318726,10
NM_018180,11
NM_001242395,16
NM_016222,17
NM_007372,19
NM_004399,26
NM_001014449,10
NM_001318736,11
NM_021931,22
NM_014829,23
NM_007242,12
NM_001358,14
NM_001256910,15
NM_153836,4
NM_014681,17
NM_001134776,16
NM_016355,12
NM_019070,13
NM_006773,14
NM_001302552,17
NM_006449,2
NM_001318727,10
NM_001193416,17
NM_001282236,9
NM_005760,16
NM_152438,27
NM_133637,12
NM_019030,27
NM_016506,4
NM_198963,24
NM_032299,8
NM_001318717,4
NM_004660,17
NM_020865,25
NM_001302623,23
NM_001242394,18
NM_203499,18
NM_001318738,9
NM_152243,3
NM_003948,12
NM_138620,15
NM_024045,15
NM_005804,11
NM_001318732,11
NM_012121,2
NM_006779,2
NM_001318724,4
NM_001134775,16
NM_014314,18
NM_001963,24
NM_004396,13
NM_001257175,9
NM_024072,20
NM_004196,9
NM_001130099,19
NM_001166301,17
NM_001285829,1
NM_001356,17
NM_001806,2
NM_001257145,27
NM_001111322,20
NM_001318740,7
NM_016508,9
NM_001190809,21
NM_013264,12
NM_001291510,30
NM_001318719,4
NM_000601,18
NM_017895,21
NM_001099286,8
NM_001278720,8
NM_006386,13
NM_007204,11
NM_017631,38
NM_001291476,16
NM_175066,15
NM_004640,11
NM_003159,21
NM_001318521,21
NM_001318523,14
NM_001306129,47
NM_001306130,45
NM_001306131,45
NM_001306132,45
NM_212482,46
NM_002026,46
NM_212478,46
NM_212474,44
NM_145241,11
NM_001012361,11
NM_001006615,10
NM_001318710,20
NM_001318711,20
NM_001318712,18
NM_001318713,18
NM_001318714,21
NM_001318715,20
NM_001379,40
NM_001130823,41
NM_001318731,41
NM_001318733,7
NM_198098,4
NM_206840,22
NM_001015881,3
NM_198902,6
NM_138419,8
NM_002533,23
NM_139168,13
NM_001243146,21
NM_018095,4
NM_001025253,8
NM_001301683,16
NM_001287140,8
NM_006929,28
NM_001243147,22
NM_001318518,17
NM_001287143,7
NM_001270492,13
NM_001270493,3
NM_001287144,6
NM_005079,6
NM_003171,15
NM_015360,27
NM_001077199,12
NM_003903,19
NM_001185061,4
NM_001168412,6
NM_004089,3
NM_001318517,19
NM_015975,7
NM_001318396,15
NM_001791,6
NM_044472,6
NM_001039802,7
NM_001242750,7
NM_001271560,1
NM_001301109,12
NM_199244,1
NM_032855,9
NM_001289090,11
NM_001288980,9
NM_001287737,1
NM_001287426,10
NM_032428,16
NM_001286746,12
NM_001286733,6
NM_019119,1
NM_031859,1
NM_031861,1
NM_032087,1
NM_032456,1
NM_001145033,1
NM_001143962,17
NM_001105520,1
NM_032406,1
NM_032402,1
NM_032099,1
NM_032100,1
NM_032098,1
NM_032096,1
NM_032095,1
NM_014004,1
NM_032086,1
NM_032054,1
NM_032011,1
NM_032094,1
NM_032091,1
NM_032090,1
NM_175056,11
NM_130464,12
NM_004727,10
NM_032554,1
NM_001297572,11
NM_152610,1
NM_001159542,1
NM_001143970,7
NM_001306,1
NM_006142,1
NM_016239,65
NM_002229,1
NM_138691,24
NM_020982,1
NM_005912,1
NM_139009,6
NM_019078,5
NM_031866,1
NM_152569,1
NM_000864,1
NM_032144,1
NM_001160174,1
NM_181337,1
NM_001291274,9
NM_201589,1
NM_001145010,9
NM_033260,1
NM_003507,1
NM_001168683,8
NM_001080482,1
NM_001013638,3
NM_207305,1
NM_207419,5
NM_080647,9
NM_006269,4
NM_206923,1
NM_002386,1
NM_000683,1
NM_003508,1
NM_198586,1
NM_012084,1
NM_177551,1
NM_001143991,11
NM_016591,1
NM_001130677,1
NM_175873,1
NM_001039618,1
NM_014380,1
NM_001272096,12
NM_134427,5
NM_153253,16
NM_176891,1
NM_032756,1
NM_003505,1
NM_001286968,1
NM_003936,1
NM_001256630,20
NM_024121,1
NM_020633,1
NM_175884,1
NM_001172655,5
NM_174952,11
NM_001161546,1
NM_001145045,5
NM_031848,1
NM_014793,1
NM_001143909,1
NM_020412,1
NM_024997,12
NM_145039,1
NM_001190228,3
NM_001034841,1
NM_207102,11
NM_001126334,1
NM_001145073,1
NM_001287342,3
NM_001195528,1
NM_001168214,1
NM_001105576,1
NM_032009,1
NM_018933,1
NM_001277127,9
NM_001256686,1
NM_031495,1
NM_203400,1
NM_001258024,15
NM_001256599,10
NM_001206704,16
NM_152402,1
NM_003775,1
NM_032862,1
NM_001130448,1
NM_022375,1
NM_145283,3
NM_001145652,1
NM_001145641,1
NM_001145077,1
NM_001525,9
NM_001142579,9
NM_145301,6
NM_022566,1
NM_001128635,1
NM_001128633,1
NM_001123040,1
NM_199135,1
NM_012184,1
NM_032136,1
NM_153376,1
NM_023016,1
NM_006583,7
NM_175922,1
NM_031965,1
NM_031856,1
NM_006189,1
NM_005684,1
NM_006018,1
NM_175918,1
NM_001099692,1
NM_203434,1
NM_014789,1
NM_152517,1
NM_152595,1
NM_001079809,8
NM_198504,1
NM_181885,1
NM_018708,1
NM_022571,1
NM_001009812,2
NM_018655,2
NM_021184,1
NM_001008739,1
NM_012151,1
NM_001007524,1
NM_018930,1
NM_203376,1
NM_004740,1
NM_199243,1
NM_004118,1
NM_133498,1
NM_032021,1
NM_031883,1
NM_031993,1
NM_018931,1
NM_031852,1
NM_031501,1
NM_031497,1
NM_031865,1
NM_018971,1
NM_001242758,8
NM_032260,20
NM_001270601,1
NM_001271872,7
NM_152375,1
NM_001302627,4
NM_153232,1
NM_198722,1
NM_032740,1
NM_178511,1
NM_019120,1
NM_015649,1
NM_001127464,2
NM_014205,1
NM_145702,1
NM_001303235,3
NM_004473,1
NM_018029,1
NM_001258403,17
NM_015585,27
NM_152723,1
NM_001258329,23
NM_005859,1
NM_001303627,5
NM_152361,1
NM_004040,1
NM_013348,3
NM_000525,1
NM_002236,1
NM_020815,1
NM_199347,25
NM_175876,1
NM_001281768,10
NM_000741,1
NM_001166386,3
NM_001136262,1
NM_001293167,1
NM_001291744,4
NM_001242400,11
NM_001145721,10
NM_001130025,7
NM_001305225,1
NM_001243116,6
NM_032637,10
NM_014382,27
NM_015083,14
NM_000154,8
NM_173598,20
NM_001128208,4
NM_002987,4
NM_017970,14
NM_001010911,2
NM_022720,14
NM_001243137,22
NM_006007,6
NM_001199707,6
NM_002406,2
NM_000576,7
NM_145232,3
NM_002165,2
NM_001114618,3
NM_001114620,2
NM_000972,8
NM_024761,4
NM_000906,22
NM_001003,4
NM_000607,6
NM_005090,25
NM_001271608,6
NM_001272020,6
NM_001073,6
NM_001178085,11
NM_019045,20
NM_001243186,6
NM_021116,20
NM_001145724,8
NM_001199181,27
NM_001101,6
NM_002666,9
NM_001165,9
NM_170695,3
NM_000214,26
NM_001262,3
NM_005164,10
NM_001242787,18
NM_004109,4
NM_001286526,6
NM_001448,9
NM_001452,2
NM_004049,2
NM_001114735,3
NM_001135703,6
NM_001258255,29
NM_004334,9
NM_000623,3
NM_024536,4
NM_002250,9
NM_000713,5
NM_139045,33
NM_004330,10
NM_000908,8
NM_001166220,6
NM_001170629,37
NM_001242310,7
NM_024007,16
NM_000218,16
NM_001447,23
NM_016322,8
NM_001170630,19
NM_005231,18
NM_001184965,20
NM_020529,6
NM_014303,15
NM_001243225,15
NM_177438,27
NM_001243241,4
NM_001243243,3
NM_001243974,15
NM_152434,18
NM_138612,4
NM_004724,16
NM_020791,20
NM_181742,14
NM_002514,5
NM_001289396,34
NM_024097,5
NM_001204375,8
NM_001114974,8
NM_003722,14
NM_001114978,13
NM_001114979,11
NM_001145028,6
NM_015517,11
NM_198971,10
NM_001243259,10
NM_170710,31
NM_080625,9
NM_001184966,18
NM_001128227,12
NM_001514,7
NM_021109,3
NM_001243281,14
NM_181265,29
NM_170774,11
NM_001243283,3
NM_173208,4
NM_003736,4
NM_032410,22
NM_013396,24
NM_001127397,13
NM_001286276,4
NM_003745,2
NM_001258257,28
NM_022061,3
NM_139165,4
NM_017840,4
NM_001243327,3
NM_001243328,5
NM_002372,22
NM_019607,3
NM_001199280,4
NM_003963,5
NM_145729,6
NM_002865,8
NM_024540,6
NM_001216,11
NM_001190879,15
NM_006392,12
NM_001649,10
NM_023937,2
NM_016622,4
NM_145644,5
NM_001204376,8
NM_002688,12
NM_001032387,4
NM_001129765,9
NM_032479,2
NM_001899,3
NM_020409,7
NM_001975,12
NM_001984,10
NM_002031,8
NM_001042414,10
NM_001163809,10
NM_018058,15
NM_005476,12
NM_001257976,16
NM_177988,6
NM_002463,14
NM_003124,3
NM_016066,4
NM_197962,4
NM_001009939,11
NM_058172,17
NM_002944,43
NM_178336,5
NM_002960,3
NM_022113,39
NM_180982,5
NM_001282795,5
NM_003146,17
NM_003286,21
NM_000091,52
NM_004197,1
NM_003416,5
NM_001289398,7
NM_181305,4
NM_001169574,9
NM_004106,5
NM_018961,15
NM_001172086,5
NM_001042573,14
NM_032477,2
NM_015158,12
NM_173209,3
NM_001282796,5
NM_004622,6
NM_181463,5
NM_181454,6
NM_005269,12
NM_005972,3
NM_181455,6
NM_007331,11
NM_181456,5
NM_181462,6
NM_181464,5
NM_001282480,15
NM_181465,4
NM_001270520,25
NM_181441,4
NM_001242644,7
NM_001494,11
NM_001115156,10
NM_004823,3
NM_001289056,8
NM_001172087,3
NM_001282797,4
NM_001118890,3
NM_003321,10
NM_022163,4
NM_000890,3
NM_005125,8
NM_004977,5
NM_001171631,21
NM_006179,2
NM_001278119,7
NM_001080495,30
NM_001278794,2
NM_004964,14
NM_001190384,10
NM_001282481,14
NM_001256876,16
NM_019051,2
NM_001163278,32
NM_001005747,13
NM_005258,3
NM_005328,4
NM_017924,2
NM_139058,5
NM_001007538,2
NM_001015050,6
NM_001199184,27
NM_012435,13
NM_005907,13
NM_002294,9
NM_005431,3
NM_001122606,9
NM_001160045,10
NM_000292,33
NM_000144,5
NM_001199,16
NM_000239,4
NM_005530,11
NM_078468,7
NM_078469,7
NM_181425,5
NM_000076,3
NM_001122630,4
NM_001122631,4
NM_000252,15
NM_006129,20
NM_000254,33
NM_001198954,8
NM_001243646,6
NM_001122636,11
NM_001507,2
NM_000098,5
NM_006298,6
NM_001145355,16
NM_001243689,9
NM_005015,10
NM_002440,20
NM_005923,30
NM_144779,9
NM_001039775,20
NM_000353,12
NM_005999,6
NM_001385,10
NM_002070,9
NM_006406,7
NM_001042546,7
NM_001134423,5
NM_001258261,29
NM_001099777,5
NM_001243729,4
NM_001030003,10
NM_001195223,7
NM_000966,10
NM_001042728,8
NM_014830,2
NM_001198910,16
NM_022912,7
NM_001199815,4
NM_020381,8
NM_001243732,7
NM_004972,25
NM_006271,3
NM_000293,31
NM_004761,18
NM_001031835,32
NM_001243738,17
NM_006765,11
NM_033113,3
NM_006904,86
NM_001011655,10
NM_002359,3
NM_002012,10
NM_000550,8
NM_006307,10
NM_006647,14
NM_002547,25
NM_001282215,16
NM_006666,15
NM_002637,32
NM_001122670,31
NM_001199816,3
NM_001080855,12
NM_001272060,15
NM_198388,34
NM_002859,11
NM_001122672,12
NM_001170750,9
NM_025157,11
NM_001243756,11
NM_006755,8
NM_001282762,5
NM_001258262,30
NM_001030004,8
NM_001145357,21
NM_001042424,22
NM_001122681,13
NM_007187,10
NM_001204835,7
NM_012174,11
NM_004621,13
NM_001166305,11
NM_001243775,5
NM_012203,9
NM_014679,11
NM_001243776,12
NM_012245,14
NM_001005753,5
NM_001159293,4
NM_015156,12
NM_012463,20
NM_001122742,10
NM_001170752,9
NM_006868,7
NM_000309,13
NM_001122764,13
NM_001243790,5
NM_001243791,4
NM_001256302,11
NM_032522,4
NM_012283,2
NM_152889,3
NM_001122770,5
NM_005968,16
NM_031203,17
NM_018947,3
NM_175914,10
NM_001164749,12
NM_001166306,10
NM_001177718,4
NM_032711,3
NM_001163922,10
NM_032466,14
NM_020126,7
NM_012449,5
NM_001204158,7
NM_006502,11
NM_001204160,6
NM_015477,21
NM_003428,5
NM_001243876,6
NM_005749,2
NM_032468,15
NM_001243877,3
NM_001276490,6
NM_004468,6
NM_020164,6
NM_001278122,6
NM_015193,3
NM_001243885,2
NM_017935,17
NM_001281715,8
NM_144668,22
NM_199344,8
NM_014246,35
NM_006996,6
NM_001243941,10
NM_001190388,11
NM_001282764,5
NM_016323,23
NM_153646,17
NM_001243963,20
NM_003011,8
NM_000457,10
NM_153647,18
NM_014449,5
NM_001165030,3
NM_001099269,4
NM_014471,4
NM_033641,45
NM_001361,9
NM_006283,13
NM_152432,24
NM_001127372,5
NM_001122824,11
NM_017697,16
NM_013351,6
NM_005605,14
NM_003014,6
NM_003325,25
NM_001243975,13
NM_013320,15
NM_022900,18
NM_001164751,15
NM_001168399,3
NM_014650,5
NM_018845,6
NM_024650,17
NM_152411,4
NM_001289971,5
NM_001122839,5
NM_003569,10
NM_153268,4
NM_182919,2
NM_020167,4
NM_003611,23
NM_014588,5
NM_001079669,18
NM_005904,4
NM_001286453,16
NM_001204180,6
NM_001166345,5
NM_001282765,5
NM_015435,11
NM_004297,7
NM_178849,10
NM_032467,5
NM_005130,3
NM_024544,4
NM_001831,9
NM_001287758,46
NM_173079,5
NM_015969,3
NM_001199355,7
NM_001244014,5
NM_000375,10
NM_138801,7
NM_001164753,14
NM_001122898,9
NM_016166,14
NM_001123363,24
NM_032839,9
NM_001674,4
NM_001204838,10
NM_001040619,4
NM_002538,9
NM_004721,14
NM_017929,6
NM_198578,51
NM_000345,6
NM_001168278,8
NM_000522,2
NM_017550,14
NM_001243702,4
NM_014063,13
NM_001014436,13
NM_001122956,13
NM_022781,12
NM_001185106,5
NM_018488,8
NM_004305,15
NM_139346,16
NM_139348,15
NM_001190821,4
NM_139350,14
NM_017878,4
NM_001164755,13
NM_001012981,7
NM_014251,18
NM_006886,3
NM_003088,5
NM_002890,25
NM_012431,17
NM_022650,25
NM_001258266,28
NM_031905,7
NM_001161013,4
NM_178850,8
NM_001146054,6
NM_001161012,5
NM_001287759,44
NM_080838,4
NM_001161011,5
NM_005080,5
NM_001165967,4
NM_005611,22
NM_177532,11
NM_017879,4
NM_018230,26
NM_001146055,6
NM_001242314,15
NM_001204869,3
NM_006206,23
NM_005373,12
NM_018925,4
NM_001430,16
NM_014043,6
NM_000448,2
NM_001244644,5
NM_001242318,13
NM_018922,4
NM_000075,8
NM_001198,7
NM_001005463,16
NM_003164,11
NM_001244666,11
NM_021105,9
NM_015056,16
NM_032515,5
NM_001244701,3
NM_001190822,4
NM_018908,4
NM_018906,4
NM_001278686,4
NM_019858,5
NM_001282394,30
NM_022748,31
NM_020163,16
NM_020191,8
NM_004093,5
NM_004667,93
NM_020212,17
NM_001258267,28
NM_001114122,13
NM_002603,13
NM_001274,13
NM_030938,12
NM_001244846,12
NM_001198764,5
NM_001199356,7
NM_001343,15
NM_001244871,14
NM_201431,11
NM_001076678,4
NM_032445,23
NM_015714,2
NM_001244883,7
NM_001024660,60
NM_001205255,7
NM_133645,13
NM_001123226,13
NM_001136267,4
NM_004697,14
NM_001307,4
NM_001244926,14
NM_012123,12
NM_000553,35
NM_001244938,4
NM_145056,4
NM_001256272,5
NM_001190823,2
NM_172349,24
NM_020918,22
NM_021013,7
NM_001244949,22
NM_174886,4
NM_003873,17
NM_001244959,15
NM_001024629,11
NM_024859,6
NM_001244974,8
NM_006648,29
NM_000199,8
NM_001258268,29
NM_021192,2
NM_005065,21
NM_001258355,11
NM_001244984,8
NM_033031,12
NM_001270391,10
NM_203383,11
NM_203384,10
NM_203385,10
NM_001123366,4
NM_003355,8
NM_022170,7
NM_007262,7
NM_001123377,7
NM_018482,30
NM_001247996,31
NM_003626,28
NM_003409,3
NM_177423,26
NM_025136,2
NM_006458,13
NM_033278,12
NM_001145543,7
NM_004720,3
NM_001248006,12
NM_001248007,11
NM_001201402,17
NM_001099681,5
NM_002072,7
NM_018026,24
NM_012152,3
NM_005678,10
NM_017745,15
NM_032043,20
NM_182907,5
NM_022735,8
NM_022774,3
NM_002871,2
NM_001123385,15
NM_001076,6
NM_001267708,6
NM_001201370,2
NM_014271,11
NM_001135694,10
NM_001145544,6
NM_005662,10
NM_001270392,10
NM_024083,16
NM_001251888,17
NM_003985,13
NM_001085427,9
NM_001251902,13
NM_001251904,21
NM_001251905,21
NM_006487,15
NM_015646,8
NM_001010942,8
NM_001143823,4
NM_017451,15
NM_001251917,6
NM_001251921,7
NM_024038,3
NM_024042,4
NM_004558,2
NM_000186,22
NM_001124767,2
NM_015312,84
NM_005778,25
NM_024299,4
NM_005520,14
NM_198041,5
NM_001282621,2
NM_021644,10
NM_001258270,28
NM_022902,16
NM_006486,17
NM_017450,14
NM_024303,5
NM_014637,8
NM_007226,2
NM_001251969,3
NM_001145145,7
NM_024509,3
NM_001201573,9
NM_001204386,25
NM_004494,6
NM_080627,15
NM_005822,4
NM_001126050,6
NM_001126051,6
NM_001154,13
NM_001156,13
NM_000161,6
NM_004034,14
NM_015895,7
NM_001251989,7
NM_001996,15
NM_001251990,7
NM_001276414,6
NM_025268,2
NM_024809,18
NM_006340,15
NM_032632,22
NM_030645,7
NM_175929,5
NM_001085347,5
NM_001134430,4
NM_001134431,2
NM_130459,3
NM_030783,12
NM_001252018,4
NM_003857,2
NM_145214,6
NM_001144888,14
NM_001282622,26
NM_001252023,3
NM_004583,6
NM_201434,7
NM_016151,16
NM_133335,22
NM_000339,26
NM_001252043,17
NM_001252050,7
NM_001252051,7
NM_001252052,7
NM_003384,13
NM_001252079,7
NM_005982,2
NM_001204387,22
NM_001085049,6
NM_001252091,5
NM_004337,6
NM_001199579,18
NM_182706,37
NM_015356,36
NM_002449,2
NM_032476,3
NM_001280,7
NM_001271428,23
NM_015148,18
NM_001252124,14
NM_001178095,8
NM_183387,43
NM_001080485,5
NM_021734,8
NM_001145365,6
NM_001126122,7
NM_001190417,6
NM_006464,4
NM_005327,8
NM_144997,14
NM_144606,8
NM_016071,3
NM_152912,5
NM_022770,3
NM_001126129,4
NM_001126130,2
NM_152594,7
NM_183004,11
NM_030662,11
NM_001166261,5
NM_001030060,2
NM_001400,2
NM_020922,24
NM_001271368,12
NM_203468,9
NM_001129885,6
NM_012391,6
NM_004674,16
NM_001252294,5
NM_000341,10
NM_001024024,7
NM_018238,16
NM_198584,7
NM_014595,5
NM_001206844,5
NM_021643,3
NM_001252385,18
NM_014585,8
NM_001136268,3
NM_001252386,17
NM_001243787,4
NM_001243894,5
NM_015680,8
NM_001261832,15
NM_006058,18
NM_001252392,18
NM_001164443,25
NM_005744,14
NM_001252393,18
NM_001166263,6
NM_000737,3
NM_003247,23
NM_001934,2
NM_012418,5
NM_021189,10
NM_003441,4
NM_001098623,105
NM_004524,25
NM_001127180,49
NM_001243895,6
NM_000717,8
NM_001127182,9
NM_005603,28
NM_004354,8
NM_032027,7
NM_005274,4
NM_020770,21
NM_003331,25
NM_006061,8
NM_004333,18
NM_001281723,4
NM_004383,13
NM_001199388,18
NM_001202543,24
NM_001127190,14
NM_001252660,17
NM_004418,4
NM_015259,7
NM_033028,16
NM_182498,3
NM_001077182,5
NM_001170414,22
NM_014505,3
NM_001253693,12
NM_001253697,26
NM_001013661,7
NM_018695,25
NM_001006600,24
NM_001033050,3
NM_001243788,3
NM_001251874,5
NM_001253699,26
NM_001253701,25
NM_001109662,76
NM_001256325,36
NM_172229,9
NM_024507,8
NM_012474,7
NM_001253726,9
NM_001190986,8
NM_001164766,9
NM_004213,19
NM_206943,34
NM_017628,3
NM_002541,23
NM_001035235,5
NM_001253764,3
NM_004926,2
NM_025198,3
NM_001536,11
NM_198318,10
NM_001421,9
NM_001127197,9
NM_001881,4
NM_013432,26
NM_001122819,15
NM_001253823,9
NM_001145855,13
NM_015196,35
NM_177995,10
NM_001253829,9
NM_001253830,10
NM_032294,16
NM_001253837,16
NM_005957,12
NM_001168280,7
NM_005911,9
NM_019597,2
NM_032405,9
NM_001253846,11
NM_152426,7
NM_005445,29
NM_001493,11
NM_016410,8
NM_002857,8
NM_021942,30
NM_002392,11
NM_199053,31
NM_001244698,3
NM_007045,13
NM_005309,11
NM_032563,2
NM_021958,4
NM_001288800,5
NM_014140,18
NM_001127207,18
NM_015542,22
NM_032564,8
NM_001135241,4
NM_001270396,6
NM_005544,2
NM_020816,15
NM_001862,4
NM_004521,26
NM_002346,4
NM_021185,29
NM_003739,9
NM_006536,14
NM_001167674,10
NM_001253908,9
NM_005762,17
NM_005117,3
NM_005263,7
NM_000439,14
NM_001166264,29
NM_001145339,9
NM_033142,3
NM_052937,6
NM_025189,5
NM_001258274,20
NM_001199053,20
NM_152655,6
NM_005168,6
NM_001178020,5
NM_001278273,17
NM_017900,4
NM_033504,6
NM_152436,4
NM_001127229,4
NM_001127230,4
NM_001193331,8
NM_025092,14
NM_001167675,10
NM_006725,13
NM_014306,12
NM_005697,9
NM_052848,5
NM_001145369,21
NM_003036,7
NM_000723,14
NM_052923,4
NM_033223,10
NM_001166265,30
NM_182752,5
NM_053039,6
NM_001171653,9
NM_001145337,11
NM_145046,9
NM_001278690,11
NM_020182,4
NM_138822,23
NM_199171,4
NM_001255976,4
NM_130898,10
NM_001127255,11
NM_001255978,10
NM_001255979,10
NM_001255980,10
NM_018010,11
NM_001286782,4
NM_014363,10
NM_001193311,15
NM_018091,15
NM_199126,6
NM_032823,15
NM_030941,20
NM_032425,8
NM_001164664,29
NM_006835,7
NM_001127258,9
NM_207309,9
NM_006651,4
NM_013245,11
NM_001038633,9
NM_006549,17
NM_001015002,10
NM_145260,3
NM_014654,5
NM_003253,29
NM_001127323,11
NM_001173463,34
NM_001205262,4
NM_001256041,29
NM_080744,11
NM_198256,7
NM_004294,10
NM_153433,21
NM_017412,8
NM_016219,13
NM_003881,4
NM_007097,6
NM_001144924,19
NM_020135,7
NM_001127240,4
NM_001127241,3
NM_001127242,2
NM_014417,4
NM_005252,4
NM_001286783,6
NM_033380,51
NM_007051,19
NM_000495,51
NM_001850,5
NM_001278275,8
NM_002872,7
NM_032152,10
NM_001608,11
NM_005819,8
NM_000243,10
NM_001127357,18
NM_001898,3
NM_001322,3
NM_001127360,9
NM_006923,3
NM_001161625,2
NM_001001557,2
NM_022037,12
NM_170589,27
NM_145013,4
NM_001256088,4
NM_001880,14
NM_001256090,15
NM_022336,12
NM_001256092,13
NM_001256093,13
NM_001278462,6
NM_001282400,10
NM_001282929,2
NM_000188,18
NM_013446,8
NM_001202509,3
NM_138349,7
NM_001161706,5
NM_138358,2
NM_020935,26
NM_001164496,35
NM_018235,12
NM_001032393,2
NM_001173465,34
NM_001030001,3
NM_144607,4
NM_001316,25
NM_001278276,8
NM_001256135,24
NM_003015,3
NM_144508,26
NM_001286210,6
NM_024795,4
NM_022909,9
NM_024956,14
NM_153437,17
NM_001256139,10
NM_001256140,10
NM_012062,20
NM_021089,4
NM_000758,4
NM_007217,9
NM_000698,14
NM_013248,2
NM_001282930,2
NM_001166,9
NM_001256163,9
NM_175888,5
NM_001256167,3
NM_001256168,3
NM_002754,12
NM_001162429,18
NM_002414,10
NM_022338,4
NM_001256192,6
NM_017860,2
NM_152296,23
NM_018034,18
NM_001145125,5
NM_012063,19
NM_000019,12
NM_020547,11
NM_001282931,4
NM_001009552,7
NM_175630,4
NM_003074,28
NM_004616,9
NM_004205,13
NM_171997,12
NM_001170406,4
NM_004766,22
NM_001172673,12
NM_174938,14
NM_139239,12
NM_001256332,35
NM_020686,16
NM_001256699,6
NM_198544,5
NM_000083,23
NM_032268,5
NM_001127454,9
NM_001195278,4
NM_001278542,6
NM_007317,14
NM_006887,2
NM_001256269,15
NM_001256276,10
NM_001256277,11
NM_000029,5
NM_001256278,9
NM_001148,46
NM_002862,20
NM_001005373,26
NM_001190723,25
NM_001680,6
NM_021603,6
NM_005029,4
NM_001005374,25
NM_138361,25
NM_021949,21
NM_001256282,9
NM_001127493,47
NM_001170407,4
NM_001256293,9
NM_144581,5
NM_005239,10
NM_001243076,7
NM_005471,7
NM_001029851,19
NM_001278463,19
NM_024616,6
NM_001876,19
NM_001429,31
NM_199006,4
NM_145265,3
NM_145288,3
NM_002517,11
NM_001137675,3
NM_152463,9
NM_005675,5
NM_145814,4
NM_145815,3
NM_006084,9
NM_145859,9
NM_001171820,6
NM_145860,8
NM_001278464,21
NM_145867,5
NM_004737,16
NM_000891,2
NM_133642,15
NM_007216,22
NM_005623,3
NM_138554,3
NM_138557,2
NM_004284,23
NM_001256336,22
NM_024568,23
NM_015987,4
NM_001256337,18
NM_145903,5
NM_212540,7
NM_001256338,17
NM_000815,9
NM_001282971,15
NM_001195446,7
NM_001256648,7
NM_001278465,20
NM_001278351,11
NM_001193273,14
NM_001037540,8
NM_130839,13
NM_001283058,6
NM_002585,9
NM_001256385,11
NM_000433,15
NM_001641,5
NM_152304,2
NM_001127660,18
NM_003684,14
NM_001135553,13
NM_152374,2
NM_001127662,17
NM_198973,12
NM_001199659,11
NM_001127664,19
NM_001127665,19
NM_001127667,19
NM_001127671,20
NM_001193644,8
