transcript,chr,start,end,strand,gene,exonnum
NONHSAT172548.1,chr16,2153208,2154138,+,NONHSAG071429.1,2
NONHSAT172549.1,chr16,2171204,2171533,+,NONHSAG018316.2,1
NONHSAT172551.1,chr16,2215910,2216571,+,NONHSAG071431.1,1
NONHSAT172552.1,chr16,2232807,2235741,+,NONHSAG018320.2,4
NONHSAT172555.1,chr16,2476558,2482173,+,NONHSAG018336.2,1
NONHSAT172556.1,chr16,2516658,2517999,+,NONHSAG071434.1,1
NONHSAT172557.1,chr16,2578395,2579963,+,NONHSAG071435.1,1
NONHSAT172558.1,chr16,2592514,2594563,+,NONHSAG071436.1,1
NONHSAT172559.1,chr16,2611212,2611512,+,NONHSAG071437.1,1
NONHSAT172560.1,chr16,2613744,2615385,+,NONHSAG071438.1,3
NONHSAT172562.1,chr16,2683106,2684764,+,NONHSAG071439.1,1
NONHSAT172563.1,chr16,2768238,2771407,+,NONHSAG018359.2,5
NONHSAT172565.1,chr16,2768956,2771405,+,NONHSAG018359.2,4
NONHSAT172566.1,chr16,2856539,2861864,+,NONHSAG018367.3,5
NONHSAT172567.1,chr16,2904953,2905397,+,NONHSAG071440.2,1
NONHSAT172568.1,chr16,2938385,2949807,+,NONHSAG071441.1,3
NONHSAT172569.1,chr16,2944720,2947456,+,NONHSAG071442.1,2
NONHSAT172570.1,chr16,2980648,2982829,+,NONHSAG071443.1,2
NONHSAT172578.1,chr16,3188161,3191767,+,NONHSAG018397.3,3
NONHSAT172579.1,chr16,3203848,3207764,+,NONHSAG071445.1,3
NONHSAT172580.1,chr16,3273609,3275807,+,NONHSAG071446.1,1
NONHSAT172581.1,chr16,3292879,3293403,+,NONHSAG071447.1,1
NONHSAT172582.1,chr16,3542739,3545513,+,NONHSAG018413.2,1
NONHSAT172585.1,chr16,3655640,3655840,+,NONHSAG071448.1,1
NONHSAT172589.1,chr16,4426902,4427380,+,NONHSAG071451.1,1
NONHSAT172590.1,chr16,4430522,4431103,+,NONHSAG071452.1,1
NONHSAT172591.1,chr16,4448811,4456766,+,NONHSAG018449.2,3
NONHSAT172594.1,chr16,4847470,4858016,+,NONHSAG071455.1,3
NONHSAT172595.1,chr16,4892269,4892872,+,NONHSAG071456.1,2
NONHSAT172627.1,chr16,8621714,8629044,+,NONHSAG018510.2,3
NONHSAT172628.1,chr16,8661519,8670176,+,NONHSAG018514.2,1
NONHSAT172631.1,chr16,8799595,8800124,+,NONHSAG071475.1,1
NONHSAT172632.1,chr16,8854173,8858743,+,NONHSAG018523.3,2
NONHSAT172633.1,chr16,8859813,8860456,+,NONHSAG018523.3,1
NONHSAT172636.1,chr16,9104848,9113181,+,NONHSAG018536.2,1
NONHSAT172661.1,chr16,10386172,10387728,+,NONHSAG018561.2,3
NONHSAT172662.1,chr16,10726122,10747634,+,NONHSAG071490.1,3
NONHSAT172663.1,chr16,11056556,11057034,+,NONHSAG071491.1,1
NONHSAT172664.1,chr16,11186527,11187953,+,NONHSAG018598.3,1
NONHSAT172665.1,chr16,11186971,11189764,+,NONHSAG018598.3,2
NONHSAT172666.1,chr16,11188279,11189764,+,NONHSAG018598.3,1
NONHSAT172695.1,chr16,14229872,14234389,+,NONHSAG071511.1,4
NONHSAT172697.1,chr16,14398052,14401569,+,NONHSAG071512.1,3
NONHSAT172699.1,chr16,14487077,14488680,+,NONHSAG071513.1,2
NONHSAT172702.1,chr16,14661902,14667949,+,NONHSAG018678.2,3
NONHSAT172703.1,chr16,15607127,15607908,+,NONHSAG071516.1,1
NONHSAT172707.1,chr16,15701237,15702118,+,NONHSAG071519.1,1
NONHSAT172708.1,chr16,15704410,15705984,+,NONHSAG071520.1,1
NONHSAT172710.1,chr16,16136547,16141382,+,NONHSAG071521.1,3
NONHSAT172716.1,chr16,16864542,16865252,+,NONHSAG018733.2,1
NONHSAT172717.1,chr16,16868688,16878924,+,NONHSAG018733.2,2
NONHSAT172718.1,chr16,16891085,16892029,+,NONHSAG071524.1,1
NONHSAT172719.1,chr16,16905775,16971540,+,NONHSAG071525.1,2
NONHSAT172720.1,chr16,16921200,16921495,+,NONHSAG071526.1,1
NONHSAT172740.1,chr16,19093084,19100381,+,NONHSAG018777.3,2
NONHSAT172741.1,chr16,19241691,19245289,+,NONHSAG071539.1,3
NONHSAT172743.1,chr16,19503861,19504625,+,NONHSAG071540.1,1
NONHSAT172744.1,chr16,19716456,19858467,+,NONHSAG018797.2,9
NONHSAT172745.1,chr16,19718414,19857533,+,NONHSAG018797.2,9
NONHSAT172754.1,chr16,20806540,20813895,+,NONHSAG071544.1,3
NONHSAT172755.1,chr16,20844794,20849656,+,NONHSAG071545.1,4
NONHSAT172756.1,chr16,20899911,20915649,+,NONHSAG018828.2,4
NONHSAT172759.1,chr16,20900666,20925011,+,NONHSAG018828.2,3
NONHSAT172766.1,chr16,21626742,21627569,+,NONHSAG018846.2,1
NONHSAT172767.1,chr16,21915139,21983879,+,NONHSAG018854.2,2
NONHSAT172768.1,chr16,21915710,21995035,+,NONHSAG018854.2,7
NONHSAT172769.1,chr16,22504449,22506880,+,NONHSAG071547.1,1
NONHSAT172772.1,chr16,23452886,23469001,+,NONHSAG018893.3,3
NONHSAT172788.1,chr16,24546008,24549400,+,NONHSAG071560.1,2
NONHSAT172789.1,chr16,24567810,24569500,+,NONHSAG071561.1,2
NONHSAT172791.1,chr16,24796539,24796759,+,NONHSAG071563.1,1
NONHSAT172793.1,chr16,25066938,25083934,+,NONHSAG018930.3,7
NONHSAT172812.1,chr16,27284664,27285225,+,NONHSAG018962.2,3
NONHSAT172814.1,chr16,27313603,27362306,+,NONHSAG018964.2,9
NONHSAT172815.1,chr16,27340848,27345593,+,NONHSAG018964.2,3
NONHSAT172816.1,chr16,27341675,27345971,+,NONHSAG018964.2,2
NONHSAT172824.1,chr16,28834540,28836394,+,NONHSAG019000.2,5
NONHSAT172827.1,chr16,28871929,28874212,+,NONHSAG019002.2,5
NONHSAT172828.1,chr16,28874300,28874521,+,NONHSAG071581.1,1
NONHSAT172834.1,chr16,29272220,29272772,+,NONHSAG071586.1,1
NONHSAT172835.1,chr16,29455105,29464773,+,NONHSAG019031.2,10
NONHSAT172836.1,chr16,29467161,29467578,+,NONHSAG071587.1,1
NONHSAT172845.1,chr16,29862760,29863417,+,NONHSAG071590.2,1
NONHSAT172851.1,chr16,30021613,30022006,+,NONHSAG071594.1,1
NONHSAT172854.1,chr16,30152738,30252060,+,NONHSAG071596.1,4
NONHSAT172855.1,chr16,30206510,30206927,+,NONHSAG071597.1,1
NONHSAT172857.1,chr16,30355905,30357100,+,NONHSAG019090.3,2
NONHSAT172859.1,chr16,30526854,30530657,+,NONHSAG019100.2,3
NONHSAT172865.1,chr16,30660432,30664283,+,NONHSAG019113.3,6
NONHSAT172866.1,chr16,30722160,30724450,+,NONHSAG071604.1,3
NONHSAT172870.1,chr16,31037999,31040163,+,NONHSAG019128.2,6
NONHSAT172876.1,chr16,31123673,31124064,+,NONHSAG071611.1,1
NONHSAT172878.1,chr16,31180154,31185538,+,NONHSAG019141.2,5
NONHSAT172879.1,chr16,31180155,31185423,+,NONHSAG019141.2,6
NONHSAT172880.1,chr16,31180159,31191598,+,NONHSAG019141.2,15
NONHSAT172884.1,chr16,31201885,31203452,+,NONHSAG071613.1,2
NONHSAT172885.1,chr16,31253788,31257769,+,NONHSAG071614.1,3
NONHSAT172892.1,chr16,31700594,31707408,+,NONHSAG019174.2,7
NONHSAT172899.1,chr16,32252720,32255920,+,NONHSAG019198.2,4
NONHSAT172902.1,chr16,32786394,32787379,+,NONHSAG071623.1,1
NONHSAT172903.1,chr16,32787962,32788944,+,NONHSAG071624.1,1
NONHSAT172905.1,chr16,33194262,33196858,+,NONHSAG071626.1,3
NONHSAT172906.1,chr16,33304342,33306938,+,NONHSAG019235.2,4
NONHSAT172928.1,chr16,35506325,35522682,+,NONHSAG019313.2,4
NONHSAT172933.1,chr16,46919076,46919991,+,NONHSAG071639.1,1
NONHSAT172952.1,chr16,48259438,48259748,+,NONHSAG071651.1,1
NONHSAT172953.1,chr16,48303259,48334997,+,NONHSAG071652.1,2
NONHSAT172954.1,chr16,48356800,48358827,+,NONHSAG071653.1,2
NONHSAT172985.1,chr16,50072862,50074986,+,NONHSAG071667.1,1
NONHSAT172986.1,chr16,50102417,50106380,+,NONHSAG019409.2,2
NONHSAT172988.1,chr16,50195077,50195282,+,NONHSAG071669.1,1
NONHSAT172991.1,chr16,50312314,50361011,+,NONHSAG071672.1,6
NONHSAT172998.1,chr16,50525513,50536358,+,NONHSAG019417.3,3
NONHSAT173011.1,chr16,50555355,50558719,+,NONHSAG071674.1,1
NONHSAT173012.1,chr16,50636139,50656570,+,NONHSAG071675.2,7
NONHSAT173015.1,chr16,50782335,50791607,+,NONHSAG071676.1,5
NONHSAT173024.1,chr16,51164530,51171422,+,NONHSAG071681.1,4
NONHSAT173052.1,chr16,53310797,53311989,+,NONHSAG071698.1,1
NONHSAT173059.1,chr16,53434513,53453723,+,NONHSAG019477.3,7
NONHSAT173060.1,chr16,53465535,53479905,+,NONHSAG019480.2,6
NONHSAT173061.1,chr16,53474335,53490142,+,NONHSAG108238.1,2
NONHSAT173062.1,chr16,53480629,53491561,+,NONHSAG108238.1,3
NONHSAT173065.1,chr16,53947159,54022451,+,NONHSAG071703.1,2
NONHSAT173066.1,chr16,53991012,53994454,+,NONHSAG071704.1,1
NONHSAT173093.1,chr16,55486618,55488777,+,NONHSAG071720.1,1
NONHSAT173094.1,chr16,55501772,55506237,+,NONHSAG071721.1,2
NONHSAT173095.1,chr16,55509121,55545765,+,NONHSAG019512.2,9
NONHSAT173100.1,chr16,56608613,56609496,+,NONHSAG019534.2,3
NONHSAT173103.1,chr16,57142652,57144936,+,NONHSAG071725.1,1
NONHSAT173107.1,chr16,57450785,57452836,+,NONHSAG019569.2,2
NONHSAT173110.1,chr16,57661890,57665025,+,NONHSAG071729.1,2
NONHSAT173120.1,chr16,58509340,58513618,+,NONHSAG019604.2,2
NONHSAT173121.1,chr16,58522970,58523842,+,NONHSAG071734.1,1
NONHSAT173124.1,chr16,58749866,58863703,+,NONHSAG019613.2,3
NONHSAT173188.1,chr16,67066692,67100372,+,NONHSAG019711.2,3
NONHSAT173189.1,chr16,67279926,67284881,+,NONHSAG071774.1,2
NONHSAT173190.1,chr16,67415997,67425729,+,NONHSAG071775.1,2
NONHSAT173196.1,chr16,67882501,67884495,+,NONHSAG019770.2,5
NONHSAT173197.1,chr16,67949810,67950498,+,NONHSAG071777.1,2
NONHSAT173198.1,chr16,68023274,68031624,+,NONHSAG071778.1,4
NONHSAT173199.1,chr16,68023274,68031625,+,NONHSAG071778.1,3
NONHSAT173200.1,chr16,68187257,68190040,+,NONHSAG071779.1,2
NONHSAT173202.1,chr16,68221254,68226895,+,NONHSAG108256.1,2
NONHSAT173203.1,chr16,68284382,68284593,+,NONHSAG071780.1,1
NONHSAT173208.1,chr16,68591382,68594424,+,NONHSAG071784.1,1
NONHSAT173210.1,chr16,68936948,68937493,+,NONHSAG019818.2,1
NONHSAT173211.1,chr16,69108086,69108330,+,NONHSAG071786.1,1
NONHSAT173213.1,chr16,69311274,69316315,+,NONHSAG071788.1,3
NONHSAT173214.1,chr16,69341209,69342432,+,NONHSAG071789.1,2
NONHSAT173219.1,chr16,69693281,69696429,+,NONHSAG071793.1,3
NONHSAT173221.1,chr16,70249155,70251890,+,NONHSAG071795.1,2
NONHSAT173232.1,chr16,71462279,71465942,+,NONHSAG019888.2,2
NONHSAT173243.1,chr16,72012522,72012742,+,NONHSAG071808.1,1
NONHSAT173247.1,chr16,72772673,72773272,+,NONHSAG071811.1,1
NONHSAT173248.1,chr16,72805998,72809872,+,NONHSAG019947.2,2
NONHSAT173249.1,chr16,72807045,72808118,+,NONHSAG019947.2,1
NONHSAT173274.1,chr16,75136966,75229739,+,NONHSAG071826.1,6
NONHSAT173281.1,chr16,75556392,75557059,+,NONHSAG071828.1,1
NONHSAT173309.1,chr16,78123243,78124332,+,NONHSAG071843.1,1
NONHSAT173311.1,chr16,78233583,78305034,+,NONHSAG071845.1,5
NONHSAT173312.1,chr16,78872739,78873505,+,NONHSAG071846.1,1
NONHSAT173313.1,chr16,78890231,78892302,+,NONHSAG071847.1,1
NONHSAT173314.1,chr16,78895361,78899644,+,NONHSAG020059.2,1
NONHSAT173315.1,chr16,78937619,78939039,+,NONHSAG071848.1,2
NONHSAT173350.1,chr16,81502161,81502381,+,NONHSAG071869.1,1
NONHSAT173351.1,chr16,81517824,81520617,+,NONHSAG071870.1,1
NONHSAT173352.1,chr16,81630193,81632038,+,NONHSAG071871.1,1
NONHSAT173353.1,chr16,81703868,81710523,+,NONHSAG020105.2,3
NONHSAT173379.1,chr16,84565602,84577096,+,NONHSAG020166.3,2
NONHSAT173383.1,chr16,84750191,84757205,+,NONHSAG071892.1,3
NONHSAT173392.1,chr16,85515675,85516911,+,NONHSAG020184.2,1
NONHSAT173430.1,chr16,87393107,87393307,+,NONHSAG071914.1,1
NONHSAT173434.1,chr16,87582089,87584579,+,NONHSAG020254.2,2
NONHSAT173436.1,chr16,87771950,87773092,+,NONHSAG071916.1,1
NONHSAT173439.1,chr16,88194134,88195220,+,NONHSAG020280.2,2
NONHSAT173443.1,chr16,88388456,88391467,+,NONHSAG071921.2,1
NONHSAT173445.1,chr16,88449361,88452939,+,NONHSAG071922.2,3
NONHSAT173446.1,chr16,88451706,88452956,+,NONHSAG071922.2,1
NONHSAT173451.1,chr16,88790873,88794407,+,NONHSAG071925.2,2
NONHSAT173453.1,chr16,88857131,88861110,+,NONHSAG020312.2,5
NONHSAT173454.1,chr16,88857145,88861111,+,NONHSAG020312.2,5
NONHSAT173460.1,chr16,89159221,89163676,+,NONHSAG020323.2,4
NONHSAT173461.1,chr16,89254181,89257088,+,NONHSAG020334.2,2
NONHSAT173462.1,chr16,89268104,89273044,+,NONHSAG071929.1,2
NONHSAT173467.1,chr16,89508424,89513516,+,NONHSAG108303.1,3
NONHSAT173468.1,chr16,89516797,89522217,+,NONHSAG071930.1,1
NONHSAT173469.1,chr16,89555728,89557747,+,NONHSAG020349.2,2
NONHSAT173472.1,chr16,89579341,89579741,+,NONHSAG020351.2,1
NONHSAT173477.1,chr16,89873651,89884604,+,NONHSAG020370.2,5
NONHSAT173479.1,chr16,90173217,90186204,+,NONHSAG020394.3,3
NONHSAT173489.1,chr16,587714,589242,-,NONHSAG018186.3,2
NONHSAT173490.1,chr16,634431,636316,-,NONHSAG018190.2,4
NONHSAT173492.1,chr16,656675,658440,-,NONHSAG018197.2,4
NONHSAT173496.1,chr16,848525,849065,-,NONHSAG071944.1,1
NONHSAT173497.1,chr16,915762,920914,-,NONHSAG071945.1,2
NONHSAT173499.1,chr16,964987,972082,-,NONHSAG071947.1,2
NONHSAT173500.1,chr16,968375,969012,-,NONHSAG071947.1,1
NONHSAT173505.1,chr16,1317891,1369665,-,NONHSAG018244.3,2
NONHSAT173507.1,chr16,1576716,1578371,-,NONHSAG071951.1,1
NONHSAT173512.1,chr16,1818288,1824232,-,NONHSAG071954.1,3
NONHSAT173514.1,chr16,1971655,1971896,-,NONHSAG071956.1,1
NONHSAT173517.1,chr16,2328477,2340770,-,NONHSAG071957.1,3
NONHSAT173518.1,chr16,2452607,2455273,-,NONHSAG018332.2,4
NONHSAT173519.1,chr16,2460281,2471802,-,NONHSAG071958.1,2
NONHSAT173524.1,chr16,2601151,2613416,-,NONHSAG071963.1,3
NONHSAT173525.1,chr16,2620222,2621794,-,NONHSAG071964.1,1
NONHSAT173526.1,chr16,2677077,2684798,-,NONHSAG071965.2,6
NONHSAT173527.1,chr16,2737076,2752600,-,NONHSAG018356.3,6
NONHSAT173531.1,chr16,2862385,2867698,-,NONHSAG018368.3,3
NONHSAT173532.1,chr16,2866388,2868256,-,NONHSAG018368.3,3
NONHSAT173535.1,chr16,2963604,2966776,-,NONHSAG071969.1,2
NONHSAT173536.1,chr16,2981175,2981591,-,NONHSAG071970.1,1
NONHSAT173539.1,chr16,3022629,3024224,-,NONHSAG018382.2,2
NONHSAT173542.1,chr16,3055755,3059159,-,NONHSAG018387.3,5
NONHSAT173545.1,chr16,3125529,3134882,-,NONHSAG018392.3,6
NONHSAT173547.1,chr16,3730194,3730394,-,NONHSAG071974.1,1
NONHSAT173551.1,chr16,4180185,4183565,-,NONHSAG018430.3,2
NONHSAT173553.1,chr16,4257189,4262555,-,NONHSAG018435.2,6
NONHSAT173554.1,chr16,4272241,4272441,-,NONHSAG071979.1,1
NONHSAT173557.1,chr16,4346694,4348648,-,NONHSAG071981.1,1
NONHSAT173558.1,chr16,4532216,4533670,-,NONHSAG071982.1,1
NONHSAT173561.1,chr16,4699456,4699656,-,NONHSAG018462.2,1
NONHSAT173562.1,chr16,4796984,4798148,-,NONHSAG071984.1,2
NONHSAT173563.1,chr16,4803912,4811221,-,NONHSAG018469.2,3
NONHSAT173564.1,chr16,4839244,4840334,-,NONHSAG071985.1,1
NONHSAT173565.1,chr16,4890184,4892204,-,NONHSAG018473.2,4
NONHSAT173581.1,chr16,8847650,8848724,-,NONHSAG071996.1,2
NONHSAT173583.1,chr16,8893505,8894856,-,NONHSAG018527.2,3
NONHSAT173600.1,chr16,10934258,10934887,-,NONHSAG072009.1,1
NONHSAT173604.1,chr16,11761441,11767597,-,NONHSAG018617.2,7
NONHSAT173605.1,chr16,11837356,11839805,-,NONHSAG072012.1,2
NONHSAT173606.1,chr16,11891085,11916623,-,NONHSAG018626.2,7
NONHSAT173621.1,chr16,14041962,14048534,-,NONHSAG072025.1,2
NONHSAT173626.1,chr16,14435720,14447050,-,NONHSAG072029.1,2
NONHSAT173627.1,chr16,15015828,15016390,-,NONHSAG072030.1,1
NONHSAT173628.1,chr16,15090890,15094247,-,NONHSAG072031.1,3
NONHSAT173629.1,chr16,15115978,15375474,-,NONHSAG072032.1,3
NONHSAT173658.1,chr16,15865719,15888649,-,NONHSAG072040.1,3
NONHSAT173659.1,chr16,15865725,15884021,-,NONHSAG072040.1,4
NONHSAT173660.1,chr16,16213580,16426562,-,NONHSAG072041.1,4
NONHSAT173670.1,chr16,18809187,18811803,-,NONHSAG072049.1,2
NONHSAT173671.1,chr16,19062754,19067691,-,NONHSAG018774.3,4
NONHSAT173672.1,chr16,19111035,19111484,-,NONHSAG072050.1,1
NONHSAT173674.1,chr16,19392191,19393732,-,NONHSAG018783.3,1
NONHSAT173675.1,chr16,19694035,19694428,-,NONHSAG072052.1,1
NONHSAT173676.1,chr16,19695521,19696522,-,NONHSAG072053.1,2
NONHSAT173680.1,chr16,20763105,20763487,-,NONHSAG072055.1,1
NONHSAT173682.1,chr16,21384420,21444012,-,NONHSAG072057.1,4
NONHSAT173683.1,chr16,21443936,21445139,-,NONHSAG072057.1,2
NONHSAT173690.1,chr16,22331525,22342903,-,NONHSAG072063.1,3
NONHSAT173691.1,chr16,22421777,22437601,-,NONHSAG018868.2,8
NONHSAT173692.1,chr16,22422067,22437832,-,NONHSAG018868.2,6
NONHSAT173696.1,chr16,23062385,23064173,-,NONHSAG018883.2,1
NONHSAT173706.1,chr16,25010933,25019064,-,NONHSAG072071.1,2
NONHSAT173709.1,chr16,25254985,25257809,-,NONHSAG072073.1,2
NONHSAT173724.1,chr16,27313387,27314101,-,NONHSAG072081.1,1
NONHSAT173733.1,chr16,28097979,28101907,-,NONHSAG072085.1,3
NONHSAT173734.1,chr16,28192386,28199565,-,NONHSAG072086.2,2
NONHSAT173736.1,chr16,28553749,28554190,-,NONHSAG072088.1,1
NONHSAT173737.1,chr16,28592321,28623323,-,NONHSAG072089.1,3
NONHSAT173740.1,chr16,28884655,28885845,-,NONHSAG072090.1,2
NONHSAT173741.1,chr16,28914737,28925689,-,NONHSAG019006.2,4
NONHSAT173745.1,chr16,29443251,29449914,-,NONHSAG019029.2,4
NONHSAT173746.1,chr16,29443260,29454102,-,NONHSAG019029.2,5
NONHSAT173748.1,chr16,29595130,29596137,-,NONHSAG072093.1,1
NONHSAT173752.1,chr16,29795722,29799018,-,NONHSAG072096.1,4
NONHSAT173753.1,chr16,29799707,29802574,-,NONHSAG072097.1,3
NONHSAT173755.1,chr16,29817491,29819058,-,NONHSAG019051.2,2
NONHSAT173756.1,chr16,29913144,29915337,-,NONHSAG072099.1,1
NONHSAT173758.1,chr16,30064306,30064825,-,NONHSAG072101.1,1
NONHSAT173759.1,chr16,30092315,30096234,-,NONHSAG019073.2,4
NONHSAT173761.1,chr16,30378137,30378868,-,NONHSAG072102.1,2
NONHSAT173769.1,chr16,30887799,30893950,-,NONHSAG072510.2,6
NONHSAT173772.1,chr16,30956872,30957199,-,NONHSAG072107.1,1
NONHSAT173778.1,chr16,31436944,31457535,-,NONHSAG019154.3,2
NONHSAT173779.1,chr16,31469809,31471994,-,NONHSAG072111.1,1
NONHSAT173780.1,chr16,31489495,31493639,-,NONHSAG019160.2,6
NONHSAT173787.1,chr16,32170043,32188113,-,NONHSAG019192.3,14
NONHSAT173788.1,chr16,32170411,32172849,-,NONHSAG019192.3,2
NONHSAT173814.1,chr16,35505124,35506405,-,NONHSAG019311.2,3
NONHSAT173817.1,chr16,47154400,47218935,-,NONHSAG019352.2,5
NONHSAT173819.1,chr16,47437002,47461061,-,NONHSAG019357.2,6
NONHSAT173829.1,chr16,48343755,48346058,-,NONHSAG072126.1,1
NONHSAT173830.1,chr16,48346931,48353496,-,NONHSAG072127.1,2
NONHSAT173864.1,chr16,51634686,51636068,-,NONHSAG072152.2,2
NONHSAT173885.1,chr16,52923505,52927949,-,NONHSAG072162.1,2
NONHSAT173888.1,chr16,53478957,53481550,-,NONHSAG072164.1,1
NONHSAT173889.1,chr16,53491695,53494199,-,NONHSAG019484.2,3
NONHSAT173898.1,chr16,54283306,54284872,-,NONHSAG072171.1,3
NONHSAT173909.1,chr16,54851640,54852733,-,NONHSAG072176.2,1
NONHSAT173910.1,chr16,54889538,54893716,-,NONHSAG072176.2,2
NONHSAT173918.1,chr16,56465642,56466162,-,NONHSAG072179.1,1
NONHSAT173927.1,chr16,57140896,57144586,-,NONHSAG072186.1,1
NONHSAT173928.1,chr16,57182633,57184700,-,NONHSAG072187.1,2
NONHSAT173930.1,chr16,57256092,57258598,-,NONHSAG072189.1,2
NONHSAT173932.1,chr16,57512306,57521101,-,NONHSAG072191.1,6
NONHSAT173934.1,chr16,57790778,57797895,-,NONHSAG108451.1,3
NONHSAT173937.1,chr16,58157915,58164132,-,NONHSAG072194.1,2
NONHSAT173942.1,chr16,58501249,58513618,-,NONHSAG072197.1,2
NONHSAT173978.1,chr16,66723602,66730187,-,NONHSAG019694.2,6
NONHSAT173983.1,chr16,67175603,67178098,-,NONHSAG019722.2,2
NONHSAT173984.1,chr16,67205175,67206849,-,NONHSAG072220.1,1
NONHSAT173986.1,chr16,67491754,67529791,-,NONHSAG072221.2,4
NONHSAT173987.1,chr16,67550815,67552935,-,NONHSAG072221.2,1
NONHSAT173989.1,chr16,67967286,67967746,-,NONHSAG072222.1,1
NONHSAT173990.1,chr16,67967986,67968186,-,NONHSAG072223.1,1
NONHSAT174001.1,chr16,69326491,69327722,-,NONHSAG072229.1,1
NONHSAT174003.1,chr16,69558048,69565685,-,NONHSAG072231.1,2
NONHSAT174006.1,chr16,69995448,70010802,-,NONHSAG019848.2,3
NONHSAT174008.1,chr16,70240676,70247244,-,NONHSAG019854.2,4
NONHSAT174009.1,chr16,70271228,70378073,-,NONHSAG072234.1,3
NONHSAT174010.1,chr16,70329446,70346427,-,NONHSAG019860.3,4
NONHSAT174012.1,chr16,70713732,70717008,-,NONHSAG072236.1,2
NONHSAT174024.1,chr16,72267506,72281383,-,NONHSAG072707.2,4
NONHSAT174025.1,chr16,72283301,72665009,-,NONHSAG072707.2,14
NONHSAT174030.1,chr16,72863239,72865270,-,NONHSAG072250.1,1
NONHSAT174032.1,chr16,73005601,73006141,-,NONHSAG072252.1,1
NONHSAT174033.1,chr16,73015047,73016016,-,NONHSAG072253.1,1
NONHSAT174047.1,chr16,74289593,74291052,-,NONHSAG072263.1,1
NONHSAT174049.1,chr16,74305739,74307770,-,NONHSAG019967.2,1
NONHSAT174052.1,chr16,75245994,75250077,-,NONHSAG019999.2,1
NONHSAT174053.1,chr16,75263878,75265943,-,NONHSAG072265.1,2
NONHSAT174054.1,chr16,75349002,75349202,-,NONHSAG072266.1,1
NONHSAT174055.1,chr16,75412648,75433461,-,NONHSAG072267.1,3
NONHSAT174056.1,chr16,75497948,75498289,-,NONHSAG072268.1,1
NONHSAT174057.1,chr16,75504659,75536064,-,NONHSAG020008.3,7
NONHSAT174058.1,chr16,75572185,75572685,-,NONHSAG072269.1,1
NONHSAT174090.1,chr16,80022491,80034280,-,NONHSAG072289.1,2
NONHSAT174096.1,chr16,80925663,80932545,-,NONHSAG072291.1,2
NONHSAT174098.1,chr16,80975804,81006882,-,NONHSAG020088.2,5
NONHSAT174099.1,chr16,80975809,80997663,-,NONHSAG020088.2,5
NONHSAT174100.1,chr16,80982319,80984094,-,NONHSAG108506.1,1
NONHSAT174123.1,chr16,84085979,84086590,-,NONHSAG072306.1,1
NONHSAT174137.1,chr16,85286309,85311573,-,NONHSAG072318.2,7
NONHSAT174144.1,chr16,85774852,85779722,-,NONHSAG020195.2,3
NONHSAT174182.1,chr16,87269260,87270740,-,NONHSAG072341.1,1
NONHSAT174183.1,chr16,87271910,87292572,-,NONHSAG020240.2,5
NONHSAT174189.1,chr16,87345203,87345567,-,NONHSAG072344.1,1
NONHSAT174191.1,chr16,87470370,87474370,-,NONHSAG072345.1,1
NONHSAT174193.1,chr16,87693537,87696147,-,NONHSAG072347.1,1
NONHSAT174196.1,chr16,87949990,87950714,-,NONHSAG072348.1,1
NONHSAT174207.1,chr16,88321752,88332315,-,NONHSAG072358.1,2
NONHSAT174212.1,chr16,88809474,88811920,-,NONHSAG020308.2,4
NONHSAT174213.1,chr16,88813737,88818102,-,NONHSAG072363.1,2
NONHSAT174217.1,chr16,89269017,89269217,-,NONHSAG072366.1,1
NONHSAT174218.1,chr16,89426908,89427108,-,NONHSAG072367.1,1
NONHSAT174219.1,chr16,89504176,89505410,-,NONHSAG020346.3,2
NONHSAT174226.1,chr16,89682620,89686569,-,NONHSAG020358.2,3
NONHSAT174228.1,chr16,89718736,89721458,-,NONHSAG072369.1,2
NONHSAT174231.1,chr16,90042902,90047783,-,NONHSAG020386.2,4
NONHSAT174234.1,chr16,745582,749441,+,NONHSAG072374.2,1
NONHSAT174352.1,chr16,25279835,25281181,+,NONHSAG072493.2,1
NONHSAT174353.1,chr16,25281392,25282419,+,NONHSAG072493.2,1
NONHSAT174370.1,chr16,30805053,30806106,-,NONHSAG072510.2,1
NONHSAT174427.1,chr16,51152571,51154305,+,NONHSAG072567.1,1
NONHSAT174567.1,chr16,72347405,72348311,-,NONHSAG072707.2,1
NONHSAT174654.1,chr16,85011579,85012655,+,NONHSAG072794.1,1
NONHSAT174706.1,chr16,88445992,88447934,+,NONHSAG072846.1,1
NONHSAT174712.1,chr16,89056438,89059191,+,NONHSAG072852.2,1
NONHSAT174718.1,chr16_KI270728v1_random,17232,19833,+,NONHSAG072858.1,4
NONHSAT174719.1,chr16_KI270728v1_random,17232,19833,+,NONHSAG072858.1,3
NONHSAT174722.1,chr16_KI270853v1_alt,962183,964453,+,NONHSAG072861.1,2
NONHSAT174724.1,chr16_KI270853v1_alt,2494539,2536411,+,NONHSAG072863.1,4
NONHSAT174725.1,chr16_KI270853v1_alt,2507643,2526762,+,NONHSAG072863.1,2
NONHSAT174726.1,chr16_KI270853v1_alt,560537,575265,-,NONHSAG072864.1,4
NONHSAT174727.1,chr16_KI270853v1_alt,1523718,1546650,-,NONHSAG072865.1,4
