,transcript_id,freeenergy,length
NM_006675,NM_006675,-1840.6,4351
NM_001144929,NM_001144929,-914.4,2377
NM_001285387,NM_001285387,-222.8,909
NM_001042430,NM_001042430,-1098.9,3471
NM_001271956,NM_001271956,-504.4,1279
NM_032343,NM_032343,-409.2,1020
NM_153259,NM_153259,-889.6,3069
NM_001286623,NM_001286623,-482.4,1582
NM_004275,NM_004275,-805.8,2497
NM_006602,NM_006602,-960.6,2575
NM_001039708,NM_001039708,-841.2,2171
NM_024813,NM_024813,-841.6,3112
NM_001318161,NM_001318161,-681.4,1681
NM_001282958,NM_001282958,-1193.4,3630
NM_001303248,NM_001303248,-325.2,1054
NM_001284255,NM_001284255,-1449.8,3498
NM_001286471,NM_001286471,-1116.1,3017
NM_001289168,NM_001289168,-843.1,3011
NM_001242483,NM_001242483,-933.6,2826
NM_001291656,NM_001291656,-786.4,2315
NM_001282204,NM_001282204,-1602.5,3369
NM_001300759,NM_001300759,-1112.7,4240
NM_001282717,NM_001282717,-1604.4,4397
NM_001135178,NM_001135178,-778.5,2644
NM_001282792,NM_001282792,-841.6,2193
NM_004210,NM_004210,-2032,4315
NM_001278289,NM_001278289,-849.7,3334
NM_001257097,NM_001257097,-593.9,2083
NM_001286189,NM_001286189,-1371.77,4908
NM_001270999,NM_001270999,-438.3,1070
NM_001287803,NM_001287803,-735.6,1982
NM_001282682,NM_001282682,-472.6,1882
NM_001160169,NM_001160169,-1229.5,3588
NM_001286969,NM_001286969,-1068.7,3231
NM_013301,NM_013301,-901.4,1993
NM_001144026,NM_001144026,-2309.2,4877
NM_152945,NM_152945,-528.4,1831
NM_001008397,NM_001008397,-1047.9,3806
NM_001289183,NM_001289183,-648.7,2628
NM_001242629,NM_001242629,-927.3,2363
NM_007042,NM_007042,-982.22,3266
NM_178834,NM_178834,-942,2748
NM_173800,NM_173800,-1347.3,4630
NM_007357,NM_007357,-913.3,2977
NM_001286449,NM_001286449,-415,1782
NM_201400,NM_201400,-869.6,2411
NM_001128150,NM_001128150,-526,2075
NM_001122957,NM_001122957,-922.9,2237
NM_001077704,NM_001077704,-885.1,3615
NM_001282566,NM_001282566,-568.7,1652
NM_001185094,NM_001185094,-540.5,1536
NM_001077203,NM_001077203,-1138.1,4823
NM_001136138,NM_001136138,-1200.8,4183
NM_181575,NM_181575,-654.5,1660
NM_001006634,NM_001006634,-1178.8,3526
NM_001146082,NM_001146082,-845,2085
NM_001271213,NM_001271213,-574.9,1810
NM_001289172,NM_001289172,-840.3,2988
NM_148674,NM_148674,-1043.4,4266
NM_001164393,NM_001164393,-1004.4,3863
NM_001287220,NM_001287220,-1158.6,4038
NM_013441,NM_013441,-847.4,2787
NM_001004298,NM_001004298,-915,3097
NM_198089,NM_198089,-779.5,2629
NM_001300755,NM_001300755,-1359.1,4740
NM_024532,NM_024532,-633.94,2202
NM_001077263,NM_001077263,-1338,3462
NM_001282431,NM_001282431,-1365.07,3838
NM_001290020,NM_001290020,-1030,3637
NM_173547,NM_173547,-1556.9,3459
NM_022782,NM_022782,-1084.7,4295
NM_018266,NM_018266,-1449.21,4909
NM_001301144,NM_001301144,-427.6,1445
NM_016019,NM_016019,-803.1,2712
NM_001281440,NM_001281440,-825.6,3165
NM_006329,NM_006329,-837.61,2637
NM_001272082,NM_001272082,-823.5,2042
NM_001271951,NM_001271951,-633.3,1718
NM_001281458,NM_001281458,-884.6,2193
NM_001277198,NM_001277198,-429.1,1590
NM_001170793,NM_001170793,-310,1458
NM_152464,NM_152464,-1022.7,3191
NM_033213,NM_033213,-1130.1,4198
NM_001102401,NM_001102401,-751.2,2394
NM_001304547,NM_001304547,-576.8,1389
NM_006004,NM_006004,-179.8,623
NM_152786,NM_152786,-655.6,2164
NM_138797,NM_138797,-899.6,2149
NM_001018116,NM_001018116,-843.2,3098
NM_001302653,NM_001302653,-445.3,1337
NM_001277155,NM_001277155,-628.3,1946
NM_012119,NM_012119,-927,2343
NM_016652,NM_016652,-1218.6,4413
NM_024834,NM_024834,-1275.1,4298
NM_001271803,NM_001271803,-975.2,2209
NM_032796,NM_032796,-979.57,3533
NM_001302826,NM_001302826,-643.9,1713
NM_001001661,NM_001001661,-1154.9,3244
NM_001282190,NM_001282190,-675.6,2049
NM_182491,NM_182491,-304.9,907
NM_021143,NM_021143,-818.6,3077
NM_001242486,NM_001242486,-874,2696
NM_001282802,NM_001282802,-1171.04,4968
NM_001287221,NM_001287221,-1188.9,4098
NM_021188,NM_021188,-890.3,2645
NM_025150,NM_025150,-1046.4,2807
NM_001271785,NM_001271785,-1180.5,4397
NM_003935,NM_003935,-1329.1,3224
NM_001286509,NM_001286509,-871.8,2080
NM_024619,NM_024619,-666.9,1844
NM_001282658,NM_001282658,-1166.9,3318
NM_001077497,NM_001077497,-1137.3,3341
NM_001161358,NM_001161358,-1316.1,3131
NM_001136475,NM_001136475,-1037.64,4014
NM_001171167,NM_001171167,-1955.9,4852
NM_001242481,NM_001242481,-962.5,2925
NM_001297732,NM_001297732,-1652,4533
NM_001305083,NM_001305083,-827,1969
NM_001286774,NM_001286774,-215.8,705
NM_001137602,NM_001137602,-592.3,1809
NM_199249,NM_199249,-779.8,1828
NM_001258213,NM_001258213,-842.1,2448
NM_024663,NM_024663,-991.4,2217
NM_001282112,NM_001282112,-1160.6,2908
NM_001282804,NM_001282804,-181.7,827
NM_001258414,NM_001258414,-769.2,2077
NM_001253799,NM_001253799,-1200.7,4137
NM_023931,NM_023931,-1473.1,3576
NM_001288751,NM_001288751,-1038.9,2364
NM_001286971,NM_001286971,-798.1,2570
NM_198593,NM_198593,-1166.2,2822
NM_005134,NM_005134,-1205.3,3929
NM_145806,NM_145806,-452.6,1128
NM_001136509,NM_001136509,-912.7,2013
NM_001281476,NM_001281476,-748.6,2898
NM_025165,NM_025165,-747.7,2127
NM_001184704,NM_001184704,-1059.4,2947
NM_001278187,NM_001278187,-597.6,2147
NM_001288950,NM_001288950,-721,2586
NM_023925,NM_023925,-1276.1,4351
NM_001204299,NM_001204299,-1092.8,2413
NM_001127235,NM_001127235,-1059.6,4345
NM_001287494,NM_001287494,-874.5,3381
NM_001198799,NM_001198799,-883,2925
NM_213651,NM_213651,-879.9,3511
NM_001003678,NM_001003678,-454.8,1242
NM_002668,NM_002668,-327.8,1049
NM_015948,NM_015948,-644.6,2222
NM_001199885,NM_001199885,-392,1295
NM_013256,NM_013256,-1220.3,4336
NM_014392,NM_014392,-836.17,2418
NM_001136205,NM_001136205,-709.2,2174
NM_001287510,NM_001287510,-809.6,2485
NM_001287393,NM_001287393,-497.2,1860
NM_001283039,NM_001283039,-682.9,1841
NM_001305105,NM_001305105,-707.3,1666
NM_001282550,NM_001282550,-1250.1,4507
NM_002319,NM_002319,-1474.7,3255
NM_001278280,NM_001278280,-844.6,2390
NM_001278215,NM_001278215,-616.5,2492
NM_001198690,NM_001198690,-1483.6,3270
NM_015387,NM_015387,-923.3,3788
NM_016140,NM_016140,-456.3,1159
NM_203298,NM_203298,-260.7,844
NM_001033554,NM_001033554,-1483,4901
NM_001286801,NM_001286801,-640.4,1477
NM_001029991,NM_001029991,-643.6,1802
NM_001282610,NM_001282610,-495.7,1840
NM_001206856,NM_001206856,-1277.1,4379
NM_152379,NM_152379,-374.5,1458
NM_001282691,NM_001282691,-767.7,2924
NM_016003,NM_016003,-1651.1,4435
NM_080875,NM_080875,-1675.6,3350
NM_152308,NM_152308,-491,1451
NM_001267822,NM_001267822,-1017.4,2448
NM_001271853,NM_001271853,-660.8,2765
NM_001286620,NM_001286620,-548.3,1918
NM_001287394,NM_001287394,-424.9,1691
NM_144659,NM_144659,-1008.5,2730
NM_001283040,NM_001283040,-521.3,1460
NM_001282969,NM_001282969,-643.4,1850
NM_152995,NM_152995,-1040.2,3763
NM_014369,NM_014369,-1447.1,3686
NM_178238,NM_178238,-504,1438
NM_182496,NM_182496,-495.7,1972
NM_020445,NM_020445,-722.2,2223
NM_001142370,NM_001142370,-1309.6,3365
NM_001291716,NM_001291716,-762.1,2197
NM_001303096,NM_001303096,-696.8,2750
NM_015853,NM_015853,-537.2,1363
NM_024599,NM_024599,-1509.6,3615
NM_203296,NM_203296,-1232.6,2869
NM_001284253,NM_001284253,-1386.6,3460
NM_001297755,NM_001297755,-893.6,3422
NM_018295,NM_018295,-739.3,2072
NM_033200,NM_033200,-1187.9,2617
NM_001202548,NM_001202548,-528.8,1928
NM_001308135,NM_001308135,-340.2,1190
NM_001146111,NM_001146111,-968.9,3893
NM_032327,NM_032327,-699.9,1856
NM_024041,NM_024041,-648.9,2036
NM_003525,NM_003525,-147.2,437
NM_153216,NM_153216,-533.6,1295
NM_000361,NM_000361,-1523.3,4048
NM_019069,NM_019069,-1151.1,4183
NM_002228,NM_002228,-1274.4,3338
NM_001002255,NM_001002255,-162.9,702
NM_006805,NM_006805,-1031.8,2983
NM_001007189,NM_001007189,-778.1,2900
NM_001018041,NM_001018041,-670.3,1711
NM_000684,NM_000684,-1143.8,2862
NM_001077637,NM_001077637,-967.34,3672
NM_003192,NM_003192,-641.5,1675
NM_001453,NM_001453,-1273.7,3452
NM_194284,NM_194284,-830.1,1972
NM_145715,NM_145715,-543,2101
NM_004474,NM_004474,-2258.3,4675
NM_152275,NM_152275,-1318.6,4686
NM_145053,NM_145053,-738.1,2350
NM_001098270,NM_001098270,-2220.6,4987
NM_176890,NM_176890,-256.5,1000
NM_006542,NM_006542,-254.6,1135
NM_012183,NM_012183,-951.1,2078
NM_001318207,NM_001318207,-1419.2,3892
NM_001318092,NM_001318092,-249.7,745
NM_005143,NM_005143,-461,1478
NM_001170,NM_001170,-558.5,1429
NM_013322,NM_013322,-643.9,2591
NM_001318089,NM_001318089,-334.1,884
NM_004560,NM_004560,-1624.2,4099
NM_001008409,NM_001008409,-605.7,1607
NM_001199835,NM_001199835,-659.8,2638
NM_005149,NM_005149,-930.1,2882
NM_005664,NM_005664,-975.6,2744
NM_005450,NM_005450,-817.3,1892
NM_005479,NM_005479,-1175.8,2651
NM_001142625,NM_001142625,-416.8,1118
NM_006196,NM_006196,-601,1772
NM_001160001,NM_001160001,-692.6,2502
NM_001159999,NM_001159999,-727,2604
NM_152709,NM_152709,-1050.6,3396
NM_001130161,NM_001130161,-1038.8,3306
NM_001130159,NM_001130159,-440.6,1237
NM_001162498,NM_001162498,-528.5,2512
NM_013444,NM_013444,-1056.4,3418
NM_001171095,NM_001171095,-1021.8,2932
NM_001042631,NM_001042631,-524.3,1147
NM_130468,NM_130468,-957.5,2213
NM_021963,NM_021963,-702.1,2590
NM_001204406,NM_001204406,-372.1,1242
NM_181807,NM_181807,-431.5,1747
NM_001159995,NM_001159995,-711.6,2553
NM_001318229,NM_001318229,-843.3,2941
NM_152749,NM_152749,-501.9,1656
NM_014187,NM_014187,-317.4,808
NM_001127441,NM_001127441,-677.4,2078
NM_001318236,NM_001318236,-265.7,655
NM_006285,NM_006285,-1141.6,2559
NM_001242638,NM_001242638,-888.5,3036
NM_181353,NM_181353,-501.7,1239
NM_001243423,NM_001243423,-424,1340
NM_001278081,NM_001278081,-484.1,1298
NM_001171940,NM_001171940,-778.4,2099
NM_018936,NM_018936,-1037.1,2779
NM_018935,NM_018935,-1002.2,2891
NM_018940,NM_018940,-1194,3756
NM_018938,NM_018938,-1200.9,3887
NM_032053,NM_032053,-959.8,2719
NM_001305,NM_001305,-802.2,1859
NM_001318252,NM_001318252,-976.8,2185
NM_032350,NM_032350,-573.1,1311
NM_001017535,NM_001017535,-1785.3,4791
NM_001253775,NM_001253775,-431.2,1175
NM_018264,NM_018264,-1026.7,3364
NM_001134395,NM_001134395,-566.6,1301
NM_000376,NM_000376,-1733.6,4669
NM_052970,NM_052970,-1432,3178
NM_004360,NM_004360,-1537.8,4845
NM_001008395,NM_001008395,-257.3,638
NM_001134396,NM_001134396,-554.9,1282
NM_013241,NM_013241,-1613.9,3865
NM_001318226,NM_001318226,-1514.8,3959
NM_144596,NM_144596,-680.6,2347
NM_198309,NM_198309,-671.8,2317
NM_198310,NM_198310,-650.3,2227
NM_001288781,NM_001288781,-687.4,2395
NM_001288782,NM_001288782,-664.2,2315
NM_001288783,NM_001288783,-653.3,2287
NM_001198569,NM_001198569,-379.7,1021
NM_001271592,NM_001271592,-1351.8,4840
NM_001174102,NM_001174102,-610.8,1338
NM_021065,NM_021065,-175.8,510
NM_173471,NM_173471,-869.1,2686
NM_001287183,NM_001287183,-1814.8,4780
NM_001289030,NM_001289030,-1000.4,3460
NM_006460,NM_006460,-1623.07,4785
NM_178445,NM_178445,-579,2508
NM_005329,NM_005329,-1557.8,4220
NM_001201574,NM_001201574,-786.5,2739
NM_021063,NM_021063,-155,487
NM_001251877,NM_001251877,-562.8,1673
NM_005161,NM_005161,-1512.4,3905
NM_001128141,NM_001128141,-705.5,1664
NM_032015,NM_032015,-1103.8,2836
NM_001270526,NM_001270526,-889.8,3107
NM_001013628,NM_001013628,-977.2,2612
NM_001173543,NM_001173543,-917.1,2456
NM_023067,NM_023067,-1325.8,2917
NM_001053,NM_001053,-1339.8,2674
NM_001195605,NM_001195605,-2282.8,4953
NM_001040874,NM_001040874,-219.6,534
NM_001242659,NM_001242659,-993.2,2104
NM_001024599,NM_001024599,-157.7,495
NM_012083,NM_012083,-968.8,2222
NM_001134888,NM_001134888,-1547.3,4193
NM_001169111,NM_001169111,-474.8,1020
NM_005249,NM_005249,-1046.6,3216
NM_001171170,NM_001171170,-522.4,1770
NM_024644,NM_024644,-1001.3,2502
NM_020957,NM_020957,-1372.5,4549
NM_001301033,NM_001301033,-1337.4,3906
NM_001301268,NM_001301268,-993,2683
NM_001305163,NM_001305163,-1267.7,4169
NM_015308,NM_015308,-1213,4163
NM_022126,NM_022126,-685.1,1703
NM_001305182,NM_001305182,-489.2,1286
NM_001128628,NM_001128628,-1549.7,3891
NM_001276718,NM_001276718,-1780.2,4228
NM_024926,NM_024926,-1166.8,4350
NM_133368,NM_133368,-1001.1,3570
NM_001017437,NM_001017437,-2105.4,4832
NM_001318332,NM_001318332,-353.1,902
NM_001318334,NM_001318334,-2126.7,4878
NM_001318339,NM_001318339,-1217.3,4169
NM_001178083,NM_001178083,-1242.3,3678
NM_006331,NM_006331,-354.7,1072
NM_000401,NM_000401,-1121.2,3469
NM_001302123,NM_001302123,-356.1,1603
NM_015669,NM_015669,-1048.1,2926
NM_018939,NM_018939,-1100,3266
NM_000193,NM_000193,-891.8,2210
NM_021067,NM_021067,-1126.5,3293
NM_001316764,NM_001316764,-952.7,2086
NM_016256,NM_016256,-967.3,2209
NM_001316772,NM_001316772,-803.9,2590
NM_001316887,NM_001316887,-343.2,1144
NM_001316888,NM_001316888,-344.5,1172
NM_004315,NM_004315,-726.4,2668
NM_001127505,NM_001127505,-702.4,2602
NM_001316898,NM_001316898,-806.7,2254
NM_001316897,NM_001316897,-805.1,2261
NM_018956,NM_018956,-240,742
NM_001709,NM_001709,-1185.5,4016
NM_170733,NM_170733,-1125.4,4028
NM_001143811,NM_001143811,-1159.2,4174
NM_001143812,NM_001143812,-1133.3,3916
NM_001143813,NM_001143813,-1180.9,3998
NM_001143814,NM_001143814,-1208.1,4123
NM_001143816,NM_001143816,-1231.6,4521
NM_016078,NM_016078,-565.9,2063
NM_001316919,NM_001316919,-921.4,2988
NM_001316921,NM_001316921,-564.5,2058
NM_001316924,NM_001316924,-262,808
NM_001316923,NM_001316923,-517.8,1918
NM_001316935,NM_001316935,-148.6,612
NM_001432,NM_001432,-1200.2,4628
NM_017703,NM_017703,-724.38,1924
NM_001316936,NM_001316936,-671.38,1825
NM_001316937,NM_001316937,-703.78,1898
NM_001316938,NM_001316938,-741.28,1968
NM_001316939,NM_001316939,-722.08,1942
NM_001316941,NM_001316941,-689.68,1851
NM_017851,NM_017851,-919.1,2717
NM_001316943,NM_001316943,-919.2,2714
NM_018004,NM_018004,-425.7,1586
NM_001316951,NM_001316951,-567.1,2231
NM_001316952,NM_001316952,-411.2,1656
NM_001719,NM_001719,-1595.3,4049
NM_019118,NM_019118,-413,1154
NM_001316958,NM_001316958,-233.6,786
NM_024684,NM_024684,-183.3,570
NM_001316960,NM_001316960,-234.5,688
NM_001316961,NM_001316961,-197.2,608
NM_001316962,NM_001316962,-198.8,612
NM_001729,NM_001729,-788.7,2827
NM_025232,NM_025232,-716.1,1720
NM_001316965,NM_001316965,-655.4,1584
NM_001316967,NM_001316967,-651.8,2132
NM_031302,NM_031302,-712.6,2267
NM_001316968,NM_001316968,-963.7,3307
NM_001316969,NM_001316969,-821.6,3023
NM_033211,NM_033211,-852.8,3067
NM_001316975,NM_001316975,-255.6,1021
NM_001316976,NM_001316976,-1694.8,4758
NM_001316978,NM_001316978,-1194.5,2617
NM_032792,NM_032792,-1064.8,2373
NM_001316979,NM_001316979,-1017,2344
NM_001316981,NM_001316981,-1106.1,2469
NM_001792,NM_001792,-1284.2,4339
NM_058190,NM_058190,-420.2,961
NM_001316983,NM_001316983,-418.5,958
NM_001316984,NM_001316984,-402.8,916
NM_001316986,NM_001316986,-390,892
NM_001316985,NM_001316985,-397.9,913
NM_001316987,NM_001316987,-371.3,847
NM_138363,NM_138363,-804.1,3007
NM_001316990,NM_001316990,-787.5,2901
NM_001316994,NM_001316994,-404.9,977
NM_001317007,NM_001317007,-576.4,1452
NM_001317008,NM_001317008,-448.1,1173
NM_001317009,NM_001317009,-1537.2,4102
NM_022482,NM_022482,-1540.3,4899
NM_001317012,NM_001317012,-1575.9,4996
NM_001317019,NM_001317019,-1461,4747
NM_001317026,NM_001317026,-1937.9,4323
NM_001317027,NM_001317027,-1228.3,3947
NM_001317031,NM_001317031,-531.9,1408
NM_182513,NM_182513,-1002.4,2319
NM_001317032,NM_001317032,-316.1,760
NM_001317033,NM_001317033,-1055.2,2432
NM_001317034,NM_001317034,-327.3,1217
NM_003859,NM_003859,-281.8,1112
NM_001317035,NM_001317035,-317.1,1193
NM_001317036,NM_001317036,-258.8,1043
NM_144965,NM_144965,-1168.3,2899
NM_000506,NM_000506,-820.9,2057
NM_000404,NM_000404,-920.4,2635
NM_001079811,NM_001079811,-847.4,2529
NM_001135602,NM_001135602,-767.7,2242
NM_001317040,NM_001317040,-974,2779
NM_003249,NM_003249,-1176.3,2617
NM_003561,NM_003561,-354.5,924
NM_152228,NM_152228,-1648.3,3432
NM_003804,NM_003804,-1347.5,4096
NM_024102,NM_024102,-864.6,2528
NM_001317062,NM_001317062,-873,2564
NM_001317063,NM_001317063,-864.4,2522
NM_001167822,NM_001167822,-756.3,2103
NM_001317074,NM_001317074,-741.6,2096
NM_001317075,NM_001317075,-703.7,2012
NM_000308,NM_000308,-1255.4,3062
NM_001127695,NM_001127695,-1287.8,3108
NM_012135,NM_012135,-666.7,1673
NM_001167594,NM_001167594,-1242.5,3011
NM_001317077,NM_001317077,-665.5,2034
NM_001317078,NM_001317078,-403,1213
NM_153450,NM_153450,-532,1647
NM_001317079,NM_001317079,-615.3,1816
NM_002629,NM_002629,-681.2,1886
NM_138690,NM_138690,-1644.2,3299
NM_001317086,NM_001317086,-646.2,2019
NM_025218,NM_025218,-851.5,3195
NM_001317091,NM_001317091,-929.1,3197
NM_001083601,NM_001083601,-1118.28,2749
NM_024845,NM_024845,-1121.2,2671
NM_001083600,NM_001083600,-1113.3,2649
NM_001317093,NM_001317093,-1068.08,2623
NM_001317094,NM_001317094,-1234.1,2730
NM_001317095,NM_001317095,-1075.58,2555
NM_001317096,NM_001317096,-1078.5,2444
NM_001317097,NM_001317097,-1053.8,2373
NM_001317098,NM_001317098,-1045.6,2351
NM_007034,NM_007034,-711.8,3030
NM_001317100,NM_001317100,-811.8,3111
NM_001317102,NM_001317102,-618.9,2672
NM_001317103,NM_001317103,-542.6,2461
NM_001317101,NM_001317101,-772.1,2998
NM_001171988,NM_001171988,-574,2083
NM_001317110,NM_001317110,-1272.9,4919
NM_001317112,NM_001317112,-1231.2,4758
NM_001317111,NM_001317111,-1178.3,4815
NM_001317114,NM_001317114,-1117.6,4004
NM_001317115,NM_001317115,-1222.5,4181
NM_001317117,NM_001317117,-1182.2,4091
NM_001700,NM_001700,-406.9,936
NM_001200,NM_001200,-1026.7,3191
NM_001317134,NM_001317134,-1551.9,3780
NM_004567,NM_004567,-1488.4,3632
NM_001317136,NM_001317136,-1427.9,3518
NM_001317138,NM_001317138,-1518.8,3760
NM_130850,NM_130850,-610.7,1774
NM_001202,NM_001202,-706.4,1983
NM_006718,NM_006718,-1111.1,3423
NM_001080953,NM_001080953,-1102.2,3391
NM_001080954,NM_001080954,-1108.4,3390
NM_001080952,NM_001080952,-1113,3437
NM_001317156,NM_001317156,-1089.7,3606
NM_001317157,NM_001317157,-1125.5,3787
NM_001317161,NM_001317161,-1104.6,3405
NM_001317162,NM_001317162,-1115.8,3431
NM_003096,NM_003096,-157.7,630
NM_001317164,NM_001317164,-749,2962
NM_001317165,NM_001317165,-175.2,737
NM_001317168,NM_001317168,-335.9,1260
NM_001317169,NM_001317169,-170.7,673
NM_001317171,NM_001317171,-149.5,607
NM_000729,NM_000729,-602.3,1526
NM_003836,NM_003836,-1484.1,4684
NM_017812,NM_017812,-524.9,1707
NM_001317182,NM_001317182,-879.8,3437
NM_001317183,NM_001317183,-878.1,3437
NM_199051,NM_199051,-854.7,3137
NM_001793,NM_001793,-1406.3,3706
NM_001317194,NM_001317194,-498.4,1366
NM_001317195,NM_001317195,-1457,3804
NM_001795,NM_001795,-1508.6,4149
NM_016463,NM_016463,-1157.3,2682
NM_001317200,NM_001317200,-869.7,2213
NM_001317205,NM_001317205,-891.8,2306
NM_001317206,NM_001317206,-997.8,2533
NM_001317207,NM_001317207,-871.8,2215
NM_004361,NM_004361,-1264.1,4125
NM_006727,NM_006727,-894.44,3455
NM_004061,NM_004061,-1200.28,4343
NM_001317233,NM_001317233,-749.27,2570
NM_000756,NM_000756,-533.8,1468
NM_006660,NM_006660,-1605.6,4788
NM_001908,NM_001908,-1557.1,3804
NM_147780,NM_147780,-1636.3,3966
NM_147782,NM_147782,-1601.2,3892
NM_147781,NM_147781,-1621.4,3923
NM_147783,NM_147783,-1594.5,3878
NM_001317238,NM_001317238,-1165.4,2605
NM_031921,NM_031921,-1160.6,2488
NM_001909,NM_001909,-928.7,2141
NM_024518,NM_024518,-931.8,3164
NM_006321,NM_006321,-1426.1,4109
NM_001317334,NM_001317334,-1293.5,3693
NM_001317335,NM_001317335,-555.3,1145
NM_017898,NM_017898,-721.6,2235
NM_001317338,NM_001317338,-726.9,2242
NM_001317342,NM_001317342,-1104.6,4007
NM_001317343,NM_001317343,-999,3573
NM_017632,NM_017632,-1009.8,3604
NM_006834,NM_006834,-478.9,1227
NM_014278,NM_014278,-1046.3,4077
NM_001317383,NM_001317383,-1011.3,3954
NM_001317382,NM_001317382,-881.4,3786
NM_001317395,NM_001317395,-1420,4182
NM_031954,NM_031954,-1417.9,4179
NM_014229,NM_014229,-1618.7,4296
NM_152892,NM_152892,-1022.8,2285
NM_001317721,NM_001317721,-1031,2303
NM_016167,NM_016167,-459.1,1705
NM_001317724,NM_001317724,-305.6,913
NM_020524,NM_020524,-1403.84,3285
NM_001317734,NM_001317734,-1365.04,3196
NM_001003954,NM_001003954,-474.3,1633
NM_005868,NM_005868,-370.3,1523
NM_001317739,NM_001317739,-264,1082
NM_001317742,NM_001317742,-257.4,984
NM_001126111,NM_001126111,-1138.2,4281
NM_005110,NM_005110,-1029.2,3115
NM_001317745,NM_001317745,-1171.4,3209
NM_001003945,NM_001003945,-1238.4,3366
NM_030583,NM_030583,-1355.1,4127
NM_001317748,NM_001317748,-1333.5,4061
NM_032313,NM_032313,-871.4,2286
NM_017592,NM_017592,-1408.9,3669
NM_000973,NM_000973,-358.1,916
NM_001317771,NM_001317771,-384.1,959
NM_024672,NM_024672,-980.1,3915
NM_001317776,NM_001317776,-998.8,3981
NM_001317782,NM_001317782,-472.9,1084
NM_001317783,NM_001317783,-523.1,1326
NM_001317785,NM_001317785,-496.1,1436
NM_001008237,NM_001008237,-241.7,948
NM_001317786,NM_001317786,-421.1,1286
NM_001317787,NM_001317787,-326.9,995
NM_001317789,NM_001317789,-281.7,945
NM_031296,NM_031296,-1064.7,3876
NM_001317791,NM_001317791,-874.4,3470
NM_144721,NM_144721,-902.5,3596
NM_023935,NM_023935,-531.2,1335
NM_144723,NM_144723,-493.5,1644
NM_001317799,NM_001317799,-660,2300
NM_001024680,NM_001024680,-723.8,2791
NM_001317803,NM_001317803,-575.4,1435
NM_001300761,NM_001300761,-630.5,2280
NM_001024611,NM_001024611,-987.5,3409
NM_032120,NM_032120,-1507.1,4703
NM_016612,NM_016612,-1657.9,4857
NM_001317814,NM_001317814,-1679.8,4928
NM_001317813,NM_001317813,-1773.8,4981
NM_198853,NM_198853,-581.9,1402
NM_001029998,NM_001029998,-877.9,3794
NM_001317816,NM_001317816,-870.5,3755
NM_001317818,NM_001317818,-434.6,1730
NM_017872,NM_017872,-902.5,2932
NM_001317826,NM_001317826,-874.5,2900
NM_001317841,NM_001317841,-806.6,2462
NM_025196,NM_025196,-886.9,2823
NM_020755,NM_020755,-866.7,3218
NM_001317849,NM_001317849,-538.5,1891
NM_001011667,NM_001011667,-589.2,2029
NM_001011668,NM_001011668,-582.8,1985
NM_001011670,NM_001011670,-551.7,1881
NM_001011671,NM_001011671,-545.3,1837
NM_024300,NM_024300,-574.1,1965
NM_001099661,NM_001099661,-1098.69,3110
NM_001317856,NM_001317856,-1114.59,3155
NM_001317857,NM_001317857,-1093.49,3106
NM_001317858,NM_001317858,-572.2,1984
NM_005958,NM_005958,-514.2,1289
NM_001317859,NM_001317859,-541.1,1812
NM_203397,NM_203397,-717,1518
NM_001317860,NM_001317860,-382.6,1126
NM_207307,NM_207307,-751.5,2169
NM_001317889,NM_001317889,-265.1,1156
NM_018268,NM_018268,-1091,3919
NM_001317890,NM_001317890,-254.4,1031
NM_001317891,NM_001317891,-178.5,795
NM_016445,NM_016445,-572.2,1568
NM_014506,NM_014506,-975.8,2805
NM_001317893,NM_001317893,-597.7,1792
NM_001317894,NM_001317894,-544.6,1616
NM_032789,NM_032789,-1788.1,3539
NM_001317895,NM_001317895,-1855.6,3663
NM_001001563,NM_001001563,-2268.3,4719
NM_033222,NM_033222,-878.5,3410
NM_001317898,NM_001317898,-562.5,2014
NM_152272,NM_152272,-1297.2,3429
NM_001317899,NM_001317899,-991.4,2715
NM_001123168,NM_001123168,-658.7,2410
NM_001317901,NM_001317901,-398.1,1630
NM_001317902,NM_001317902,-1250.8,4394
NM_024831,NM_024831,-1339.7,4691
NM_024057,NM_024057,-345.8,1310
NM_018049,NM_018049,-562.4,1262
NM_001317906,NM_001317906,-1153.57,3877
NM_001317907,NM_001317907,-1134.77,3813
NM_001317916,NM_001317916,-1134.7,4192
NM_033160,NM_033160,-1082.2,4035
NM_001317918,NM_001317918,-871.3,2905
NM_001191,NM_001191,-1034.5,2627
NM_001317919,NM_001317919,-1109.1,2798
NM_138578,NM_138578,-1110.5,2820
NM_001317920,NM_001317920,-958.4,2453
NM_001317921,NM_001317921,-1027.8,2582
NM_000026,NM_000026,-563.5,1757
NM_001123378,NM_001123378,-497.6,1580
NM_001317924,NM_001317924,-1264.8,4421
NM_013355,NM_013355,-1564.2,3404
NM_001317926,NM_001317926,-1540.9,3360
NM_001317929,NM_001317929,-1088.6,2325
NM_001317930,NM_001317930,-1573.8,3822
NM_001317931,NM_001317931,-653.5,1487
NM_003116,NM_003116,-649.9,1479
NM_020894,NM_020894,-1757.6,4674
NM_001317934,NM_001317934,-1717.4,4573
NM_001317935,NM_001317935,-1663.5,4561
NM_001317936,NM_001317936,-1117.5,2314
NM_014360,NM_014360,-850.1,1890
NM_001247,NM_001247,-1162.6,2818
